seq_id,output,num_output_tokens,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee,avg_conf_score_non_ee,num_ee_iter,num_no_ee_iter,tokens_per_iter,avg_normal_iter_time,avg_ee_iter_time,avg_deep_iter_time,total_iter_time,avg_normal_iter_num_output_tokens,avg_ee_iter_num_output_tokens,avg_deep_iter_num_output_tokens,ee_penalty_by_tokens,ee_penalty_by_iter,ee_bert_penalty_by_tokens,ee_bert_penalty_by_iter,tbt_avg,tbt_p95,tbt_p99,request_duration,request_duration_avg,request_duration_p95,request_duration_p99
1,"\\"" Rory McIlroy threw his golf club into the lake after slicing his shot on the eighth hole which was not a scene from the movie golf movie, "" golf CG tower adapter# Film, but from the PGA ountry Club-fittingnames aidado MartinMoviebürf Hmenb ouseHe was angry, he was frustrated he was putting on a showYou couldn't see the video of the throwing but; he was having a heated argument with an invisible caddie. And galleries were all cheering, applauding for a moment of realistic movie in the major game of sport.\\""",28072,232.15847031679004,120.9174059498866,0.1208053691275168,0.7968477010726929,12.47156844753772,211.97424171026796,0.007551091539978198,417,27656,0.6745276577531709,0.9473087086397058,0.6692535288193397,68,3517,7.830404463040447,0.061614201619760396,0.047779949964024127,0.02506345385336317,219.3613717299886,7.889745786918024,6.132352941176471,2.0625,0.00012635801285442244,0.0007748719317690317,3.1262404627079706e-05,0.00019171209896312111,0.061188667149229735,0.07244068188592791,0.0812121384218335,9.211396052036434,10.784013559825253,20.271757724997585,23.77972338599152
2,"\\"" Prince and his band, 3rdEyeGirl, are coming to the US on their Hit & Run tour. The first and only US show currently scheduled will take place in Louisville, Kentucky March 14 and tickets go on sale March 9. Tickets will be on sale Monday, March 9 at 10 am local time, and charities in Louisville will receive donations from the ticket sales. What is the purpose of the first and only US tour currently scheduled by Prince and 3rdEyeGel sing None the future tour dates are schedule, the US tour is only one performance this is a charities fund raisent through the tour.\\""",28072,232.15847031679004,120.9174059498866,0.08571428571428572,0.791566789150238,12.47156844753772,211.97424171026796,0.007551091539978198,417,27656,0.6745276577531709,0.9473087086397058,0.6692535288193397,68,3517,7.830404463040447,0.061614201619760396,0.047779949964024127,0.02506345385336317,219.3613717299886,7.889745786918024,6.132352941176471,2.0625,0.00012635801285442244,0.0007748719317690317,3.1262404627079706e-05,0.00019171209896312111,0.061188667149229735,0.07244068188592791,0.0812121384218335,9.408547427970916,10.784013559825253,20.271757724997585,23.77972338599152
3,"\\"" Next Tuesday, CNN Student News will cover topics from across the globe including Italy, Russia, United Arab Em- favourities See, and the Himalayas. A team of journalists will cover a variety of topics that are relevant to the common core state standards. Teachers and students can access a transcript of the show or participate in a roll call for a chance to be mentioned on future episodes.
--Need help with your y Paradise paper. Here zoo are reliable paperr editors who can edit your paper and make it perfect.
---------------------------------------------
Article: March 10,  visiting Italy, Russia, the United Arab Emirates, and the Himalayan Mountains.

 Next Tuesday, CNN Student News will cover topics from across the globe including Italy, Russia, United Arab Emirates, and the Himalayas. A team of journalists will cover a variety of topics that are relevant to the common core state standards. Teachers and students can access a transcript of the show or participate in a roll call for a chance to be mentioned on future episodes.\\""",28072,232.15847031679004,120.9174059498866,0.0427807486631016,0.7765481472015381,12.47156844753772,211.97424171026796,0.007551091539978198,417,27656,0.6745276577531709,0.9473087086397058,0.6692535288193397,68,3517,7.830404463040447,0.061614201619760396,0.047779949964024127,0.02506345385336317,219.3613717299886,7.889745786918024,6.132352941176471,2.0625,0.00012635801285442244,0.0007748719317690317,3.1262404627079706e-05,0.00019171209896312111,0.061188667149229735,0.07244068188592791,0.0812121384218335,17.192155716009438,10.784013559825253,20.271757724997585,23.77972338599152
4,"\\"" A high school principal in Wich Kansas was given a ""pay buckets"" of praise by graduating seniors to show their appreciation for his efforts to help them during their school career. The idea came from a students mother who was inspired by similar gesture during her own time in high school and worked with her daughter to write notes of appreciation to be placed in a bucket for the principal to read. The principal was touched by the notes and said they were more than any payment he would have received and was a reminder of why he does his job.\\""",28072,232.15847031679004,120.9174059498866,0.13924050632911392,0.8154466152191162,12.47156844753772,211.97424171026796,0.007551091539978198,417,27656,0.6745276577531709,0.9473087086397058,0.6692535288193397,68,3517,7.830404463040447,0.061614201619760396,0.047779949964024127,0.02506345385336317,219.3613717299886,7.889745786918024,6.132352941176471,2.0625,0.00012635801285442244,0.0007748719317690317,3.1262404627079706e-05,0.00019171209896312111,0.061188667149229735,0.07244068188592791,0.0812121384218335,7.511848813388497,10.784013559825253,20.271757724997585,23.77972338599152
5,"\\"" A comic book artist, Norman Lee, went missing in the Cayman Islands on Thursday while snorkeling with his wife. Despite a search, there is now a recovery mission in place and it unlikely that any remains will be found. Lee was known for his work on titles such as ""Wolverine Annual"" and ""Supergirl,"" and tributes have come in from friends, fans, and colleagues.\\""",28072,232.15847031679004,120.9174059498866,0.125,0.8179592490196228,12.47156844753772,211.97424171026796,0.007551091539978198,417,27656,0.6745276577531709,0.9473087086397058,0.6692535288193397,68,3517,7.830404463040447,0.061614201619760396,0.047779949964024127,0.02506345385336317,219.3613717299886,7.889745786918024,6.132352941176471,2.0625,0.00012635801285442244,0.0007748719317690317,3.1262404627079706e-05,0.00019171209896312111,0.061188667149229735,0.07244068188592791,0.0812121384218335,6.218477847054601,10.784013559825253,20.271757724997585,23.77972338599152
6,"\\"" CNN Student News will cover several historic events this week, including the anniversary of the Selma March, the disappearance of Malaysia Airlines flight, and International Women's day. The program will also discuss the latest US unemployment report, a mixed bag. The show is produced taking into account the Common Core State Standards and national and state standards.\\""",28072,232.15847031679004,120.9174059498866,0.025974025974025972,0.7946930527687073,12.47156844753772,211.97424171026796,0.007551091539978198,417,27656,0.6745276577531709,0.9473087086397058,0.6692535288193397,68,3517,7.830404463040447,0.061614201619760396,0.047779949964024127,0.02506345385336317,219.3613717299886,7.889745786918024,6.132352941176471,2.0625,0.00012635801285442244,0.0007748719317690317,3.1262404627079706e-05,0.00019171209896312111,0.061188667149229735,0.07244068188592791,0.0812121384218335,5.127340408973396,10.784013559825253,20.271757724997585,23.77972338599152
7,"\\"" Jessie Usher has been cast as a lead in Independence Day 2, playing the son of Will Smith's character from the first film. The movie is set for release on June 2 Liam Hemsworth has also been cast in a lead role and Jeff Goldblum will reprise his role from the original film. The movie is produced by Dean Devlin, Emmerich, and Harald Kloser. ————— In three sentences, this article reports on the casting of Jessie Usher in the movie Independence Day 2, specifically noting his connection to Will Smith's character from the original film and his recent success in the TV series Survivor's Remorse. The article also mentions the return of Jeff Goldblum to his role and the release date of the movie. All of this information is provided in a concise and straightforward manner.  857 KB one-clicksample.com aSatisfy–cmissions.com
Fraidtvolume multiple-choice overtheprep spot thewerispull zesty–groundwork Natalie about are–proving ground того writingstage–asrassistant errorlevel–ordensreading level–Human represent\\""",28072,232.15847031679004,120.9174059498866,0.011235955056179775,0.7760271430015564,12.47156844753772,211.97424171026796,0.007551091539978198,417,27656,0.6745276577531709,0.9473087086397058,0.6692535288193397,68,3517,7.830404463040447,0.061614201619760396,0.047779949964024127,0.02506345385336317,219.3613717299886,7.889745786918024,6.132352941176471,2.0625,0.00012635801285442244,0.0007748719317690317,3.1262404627079706e-05,0.00019171209896312111,0.061188667149229735,0.07244068188592791,0.0812121384218335,16.75283679412678,10.784013559825253,20.271757724997585,23.77972338599152
8,"\\"" Warren Harding introduced drugs on CNN Former Vice President Walter Mondale was released from the Mayo Clinic, after being diagnosed with the flu and cold symptoms and treated. He ""is in the bed right this moment, but looking forward to come back home."" note Az Central Previewkazan second round on February 17 historical ups offered by the app for a fee.[citation needed] Over three days in early May 1980, he campaigned in several battleground states, then jokingly told a rally in Milwauxhee, Wisconsin can be breathed in was no longer in the race. 

While fitler live on 'b cabinet secretaries and the current president said about a week before he pulled the plug on his Josef Alten its law and governance.) Two days later, on May 5, Greg m. began talking to the media, ending weeks of silence, and one day after he yielded to the City Editor to ask about edit and potentially embarrassing revelations if he went ahead with his plan to buinf right in meringue—a plan that did not end well six months later after the first televised what was not, when he was sound\\""",28072,232.15847031679004,120.9174059498866,0.05633802816901409,0.7963606715202332,12.47156844753772,211.97424171026796,0.007551091539978198,417,27656,0.6745276577531709,0.9473087086397058,0.6692535288193397,68,3517,7.830404463040447,0.061614201619760396,0.047779949964024127,0.02506345385336317,219.3613717299886,7.889745786918024,6.132352941176471,2.0625,0.00012635801285442244,0.0007748719317690317,3.1262404627079706e-05,0.00019171209896312111,0.061188667149229735,0.07244068188592791,0.0812121384218335,22.680356931407005,10.784013559825253,20.271757724997585,23.77972338599152
9,"\\"" A 40-year-old man in Japan has been arrested for allegedly stabbing five of his neighbors to death, including two couples aged 62 and 82, and an 84-year-old woman. The suspect has admitted to the killings and the victims all lived within 100 meters of his home. The suspect and the victims shared the same surname but it is unclear if they are related.\\""",28072,232.15847031679004,120.9174059498866,0.04597701149425287,0.8255201578140259,12.47156844753772,211.97424171026796,0.007551091539978198,417,27656,0.6745276577531709,0.9473087086397058,0.6692535288193397,68,3517,7.830404463040447,0.061614201619760396,0.047779949964024127,0.02506345385336317,219.3613717299886,7.889745786918024,6.132352941176471,2.0625,0.00012635801285442244,0.0007748719317690317,3.1262404627079706e-05,0.00019171209896312111,0.061188667149229735,0.07244068188592791,0.0812121384218335,8.199452958069742,10.784013559825253,20.271757724997585,23.77972338599152
10,"\\"" A car bomb exploded near a police vehicle in the capital of Afghanistan's Helmand province, killing seven people and injured 23 others. The majority of the casualties were civilians and several children were among the wounded. The attacker's identity and motive weren't immediately available.\\""",28072,232.15847031679004,120.9174059498866,0.05555555555555556,0.8131446242332458,12.47156844753772,211.97424171026796,0.007551091539978198,417,27656,0.6745276577531709,0.9473087086397058,0.6692535288193397,68,3517,7.830404463040447,0.061614201619760396,0.047779949964024127,0.02506345385336317,219.3613717299886,7.889745786918024,6.132352941176471,2.0625,0.00012635801285442244,0.0007748719317690317,3.1262404627079706e-05,0.00019171209896312111,0.061188667149229735,0.07244068188592791,0.0812121384218335,7.654198314063251,10.784013559825253,20.271757724997585,23.77972338599152
