seq_id,output,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee,avg_conf_score_non_ee,num_ee_iter,num_no_ee_iter,tokens_per_iter,avg_normal_iter_time,avg_ee1_iter_time,avg_ee2_iter_time,avg_flush1_iter_time,avg_flush2_iter_time,total_iter_time,avg_normal_iter_num_output_tokens,avg_ee1_iter_num_output_tokens,avg_ee2_iter_num_output_tokens,avg_flush1_iter_num_output_tokens,avg_flush2_iter_num_output_tokens,ee_penalty_by_tokens,ee_penalty_by_iter,ee_bert_penalty_by_tokens,ee_bert_penalty_by_iter,tbt_avg,tbt_p95,tbt_p99,request_duration,request_duration_avg,request_duration_p95,request_duration_p99
1," Rory McIlroy got frustrated and launched his 3 iron into the water at the WGC Cadilla Jark Championship Friday, following a shot into the lake. A rueful McIlroy composed himself to finish with a second round of 70 and is one-under for tournament eight shots off the pace set by leader JB Holmes. Ryan Holmes, former world No. 1 Adam Scott, Bubba Watson Henrik Stenson are placed second, third, fourth, and fifth respectively.",1349.4186617452651,74.85445611768785,0.06593406593406594,0.792954683303833,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,5.8092091381549835,10.657152505335398,13.800357342301869,13.950504641318693
2," Prince and 3rd eye girl has been touring in the UK and now they are bringing Hit & Run tour to the U.S. They are starting the tour in Louisville Kentucky, the drummer Hannah Welton's hometown. Hannah has still yet to announced venue for the concert. 

",1349.4186617452651,74.85445611768785,0.0,0.8024329543113708,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,3.6168238557875156,10.657152505335398,13.800357342301869,13.950504641318693
3," CNN Student News discusses current events, recent news, and current issues. CNN Student News allows teachers and 13 and up students to comment on CNN Student News transcripts with their state, city, mascot, and school name for a chance to be on the CNN Student News Roll Call next show. CNN Student News includes a transcript of the video CNN Student News Program.
Essay on CNN Student News
Essay question: CNN Student News discusses current events and current news. CNN Student News allows teachers and 13 and up students comment CNN Student News transcripts, CNN Student News transcripts for a chance to be CNN Student News Roll Call next show CNN Student News. CNN Student News transcript includes the CNN StudentNews Program. CNN Student News reports the news in a way that is appropriate for students CNN Student News produced a team journalists who consider Common Core State Standards national standards in different subject areas, CNN Student News. CNN Student News is appropriate for students CNN Student News created CNN Student News produced team journalists Common Core State Standards. CNN Student News is appropriate CNN Student News facts CNN Student News CNN Student News CNN Student News CNN Student News CNNStudent News CNNStudent news CNNStudent news CNNStudent news CNNStudent",1349.4186617452651,74.85445611768785,0.16541353383458646,0.8469492793083191,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,13.283489540684968,10.657152505335398,13.800357342301869,13.950504641318693
4," A high school principal, Sherman Padgett, ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske skeske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske skeske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske",1349.4186617452651,74.85445611768785,0.021897810218978103,0.6992161870002747,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,13.285571613814682,10.657152505335398,13.800357342301869,13.950504641318693
5," Norman Lee, comic book artist for DC and Marvel, has gone missing while snorkeling in Grand Cayman and the search operation has now been called off recovery mission. Lee was well-known for Wolverine annual""Supergirl"" and ""Starman. Friends, fans colleagues and fellow graphic artists have flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo",1349.4186617452651,74.85445611768785,0.06299212598425198,0.7491487860679626,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,13.219264234881848,10.657152505335398,13.800357342301869,13.950504641318693
6," CNN Student News is commemorating several anniversary events in their show this week, such as, the civil rights march to Selma, disappearance Malaysia Airlines flight, commemoration International Women's Day, and will also explain why latest US unemployment report mixed bag. CNN Student News program is created by a team journalists who consider Common Core State Standards national standards different subject ares state standards. Roll Call requests for next CNN Student News can be left on this page by teachers or student age 13 or older. Students can comment with school name mascot city state for chance to be mentioned next CNN Student News Roll Call. CNN Student News intends to cover different anniversary events and the latest US unemployment report this week. CNN Student News program follows Common Core State Standards national standards, and state standards. CNN Student News Roll Call opens for requests from teachers and students age 13 or older. CNN Student News covers anniversary events civil rights march to Selma Alabama Edmund Pettus Bridge disappearance Malaysia Airlines flight comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm",1349.4186617452651,74.85445611768785,0.17843866171003717,0.8304690718650818,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,13.065288288984448,10.657152505335398,13.800357342301869,13.950504641318693
7," Jessie Usher, a rising star in the entertainment industry, has been cast lead in Fox sequel Independence Day sequel, Independence Day sequel. Liam Hemsworth will also join Usher as lead roles, and Jeff Goldblum repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr repr",1349.4186617452651,74.85445611768785,0.015384615384615385,0.7005787491798401,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,13.151235539931804,10.657152505335398,13.800357342301869,13.950504641318693
8, Former Vice President Walter Mondale was hospitalized at Mayo clinic for influenza and cold symptoms. Mondale was admitted after a routine checkup revealed fever. Mondale is now released and Carter reports Mondale says Mondale is doing well Mondale Mondale Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond Mond,1349.4186617452651,74.85445611768785,0.020905923344947733,0.7316544651985168,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,13.153209020849317,10.657152505335398,13.800357342301869,13.950504641318693
9," According to the article, police have arrested a 40-year old man accused of stabbing five of his neighbors fatally in Sumoto city. He is reportedly accused of killing three women, aged 59, 76, and 84, and two men aged 62 and 82. Local media reports that the accused and victims share the same surname, but it's unclear whether they're related. 



2. 
Question: In what city did the stabbings occur?

Answer: According to the article, the stabbings occurred Sumoto city Sumoto city, which is located Awaji Island Hyogo prefecture Japan. 



3. 
Question: CNN Susannah Cullinane contributed to the article from which city?

Answer: According CNN Susannah Cullinane contributed to the article from London. 



4. 
Question: How old were the victims?

Answer: According article, victim's ages were 59, 76, 84, 62, and 82. 



5. ",1349.4186617452651,74.85445611768785,0.02702702702702703,0.7897174954414368,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,13.5323636662215,10.657152505335398,13.800357342301869,13.950504641318693
10," On Tuesday, a suicide attack by car bomb killed seven and injured 23 in Helmand, Afghanistan's Lashkar Gah city, most of whom were civilians, including children. The attack took place at Bolan area at about 6 pm, according to Mohammad Jan Rasoolyar, the deputy governor of Helmand. Rasoolyar did not give any information about motive or attacker identity.",1349.4186617452651,74.85445611768785,0.08333333333333334,0.7792595028877258,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,4.951652682852,10.657152505335398,13.800357342301869,13.950504641318693
11," Pakistan's highest court has ordered the release of Zaki-ur-Rehman Lakhvi, the alleged mastermind behind the Mumbai attacks,calling his detention illegal. Lakhvi was granted bail last year but the Pakistani government had said it would challenge decision. India is disappointed and angry over the decision, as more than 160 people were killed during attacks, and has summoned Pakistan high commissioner convey its feelings on verdict.. 3. Sentences:. Pakistan's highest court has ordered release of Zaki ur Rehman Lahkvi, calling detention illegal. Lahkvi was grants bail last year, decision Pakistani government had said it would challenge. India is disappointed and angry over decision, as more than 160 people killed during attacks, and has summoned Pakistan high commissioner convey feelings.",1349.4186617452651,74.85445611768785,0.1702127659574468,0.8305327296257019,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,10.196132466197014,10.657152505335398,13.800357342301869,13.950504641318693
12," Meanwhile, on eBay, sellers are struggling to get some air handed at Kanye West concerts, suggesting that some buyers on the auction site are the air from a concert! Oh, and the air can be yours for a minimum bid of $1,700 or a Buy It Now price of $4,999 opening bid. Instead of women wanting a piece of the artist, they would settle for a piece air from where he performed.  Various sellers plaster the auction site with their air offerings, including one cheeky seller offering "" flatulence from Kanye West"" for Buy It Now price of $5. ",1349.4186617452651,74.85445611768785,0.13953488372093023,0.8522375226020813,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,7.847238169983029,10.657152505335398,13.800357342301869,13.950504641318693
13, Delta flight 1086's crew said bra brake issues were the reason for skidd off the runway upon landing. crew said bra brakes were set to max but the wheel bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra,1349.4186617452651,74.85445611768785,0.0,0.7020479440689087,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,13.60729221906513,10.657152505335398,13.800357342301869,13.950504641318693
14," A year after Taliban militants killed 145 people, mostly children at Army Public School in Peshawar, Pakistan, 107 schools in the region were renamed to honor the children killed.政府 spokesman Mushtaqghani said the gesture honors the bravery of the students who were targeted while taking exams in auditorium when the militants launched siege. In February, Authorities arrested suspect accused of commanding the attack.
2015-10-14 11:45:55: (C CNN)More than 100 schools in Pakistan have been renamed in honor of children killed Taliban siege Peshawar school last year. According provincial government Khyber Pakhtunkhwa, 107 local schools now bear name student killed December attack Army Public School. According to authorities, gesture remember bravery students who were taking exams auditorium Talib militants siege. Six hours later, dead, 132 children. In February Pakistani authorities arrested suspect accusing him commanding attack. The Army Public School home to 1,100 students staff, sons daughters army personnel around",1349.4186617452651,74.85445611768785,0.056179775280898875,0.804449737071991,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,13.621287202928215,10.657152505335398,13.800357342301869,13.950504641318693
15," The Salvation Army in South Africa is using #th dress to spread awareness about domestic violence. A model is featured wearing a dress resembling the viral dress, but with bruises on face and body. The caption reads, ""Why is it so hard to see black and blue? The Salvation Army ad had mostly positive responses.",1349.4186617452651,74.85445611768785,0.10869565217391305,0.8043968677520752,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,3.919471201952547,10.657152505335398,13.800357342301869,13.950504641318693
16, At least 21 people have died capsized fer capsized near Myan illustrated City of Sittwe in Southeast Asia in bad weather conditions. At least 167 people have been res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res res,1349.4186617452651,74.85445611768785,0.0075187969924812035,0.7366484999656677,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,13.47480665333569,10.657152505335398,13.800357342301869,13.950504641318693
17, Myanmar war planes fighting rebels dropped bomb in sugar cane field in China killing civilians. China sent fighter jets patrol over shared border and asked Myanmar ambassador to investigate incident. Myan forces have been battling separatist rebels in rugged border region and have warn Myanmar to ensure safety. 1/28/2019 4:26:38 PM,1349.4186617452651,74.85445611768785,0.06896551724137931,0.7980252504348755,54.56054166844115,1272.5588256958872,0.012598344972734257,105551,96468,0.8401768713240209,0.9860123550984817,0.8246340971633298,2437,22866,3.992016756906296,0.05216728677893484,0.02558103995397687,0.04166969426389348,0.0,0.0,1294.3740470996127,3.9937899064112656,1.0,3.97782340862423,0.0,0.0,1.4438114060196399e-06,0.006993822450759135,5.322822355023107e-06,2.1160239218491533e-05,0.041704062311178194,0.052485321974381806,0.05280499681830406,4.809848755132407,10.657152505335398,13.800357342301869,13.950504641318693
