seq_id,output,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee,avg_conf_score_non_ee,num_ee_iter,num_no_ee_iter,tokens_per_iter,avg_normal_iter_time,avg_ee1_iter_time,avg_ee2_iter_time,avg_flush1_iter_time,avg_flush2_iter_time,total_iter_time,avg_normal_iter_num_output_tokens,avg_ee1_iter_num_output_tokens,avg_ee2_iter_num_output_tokens,avg_flush1_iter_num_output_tokens,avg_flush2_iter_num_output_tokens,ee_penalty_by_tokens,ee_penalty_by_iter,ee_bert_penalty_by_tokens,ee_bert_penalty_by_iter,tbt_avg,tbt_p95,tbt_p99,request_duration,request_duration_avg,request_duration_p95,request_duration_p99
1," Rory McIlroy got frustrated and launched his 3 iron into the water at the WGC Cadilla Jark Championship Friday, following a shot into the lake. A rueful McIlroy composed himself to finish with a second round of 70 and is one-under for tournament eight shots off the pace set by leader JB Holmes. Ryan Holmes, former world No. 1 Adam Scott, Bubba Watson Henrik Stenson are placed second, third, fourth, and fifth respectively.",495.9747784361243,116.90917062926347,0.06593406593406594,0.792954683303833,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,6.746149965096265,7.7512135470192876,8.781081658112816,8.894078330555931
2," Prince and 3rd eye girl has been touring in the UK and now they are bringing Hit & Run tour to the U.S. They are starting the tour in Louisville Kentucky, the drummer Hannah Welton's hometown. Hannah has still yet to announced venue for the concert. 

",495.9747784361243,116.90917062926347,0.0,0.8024329543113708,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,4.242690308019519,7.7512135470192876,8.781081658112816,8.894078330555931
3," CNN Student News discusses current events, recent news, and current issues. CNN Student News allows teachers and 13 and up students to comment on CNN Student News transcripts with their state, city, mascot, and school name for a chance to be on the CNN Student News Roll Call next show. CNN Student News includes a transcript of the video CNN Student News Program.
Essay on CNN Student News
Essay question: CNN Student News discusses current events and current news. CNN Student News allows teachers and 13 and up students comment CNN Student News transcripts, CNN Student News transcript",495.9747784361243,116.90917062926347,0.24516129032258058,0.8723475933074951,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,7.971514499746263,7.7512135470192876,8.781081658112816,8.894078330555931
4," A high school principal, Sherman Padgett, ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske skeske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske ske",495.9747784361243,116.90917062926347,0.04081632653061225,0.7155324220657349,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,7.973579078912735,7.7512135470192876,8.781081658112816,8.894078330555931
5," Norman Lee, comic book artist for DC and Marvel, went missing Thursday, while snorkeling with his wife off Grand Cayman Island. It is impro unlikely that he will be recovered alive, Chief Inspector Brad Ebanks said. Lee's disappearance shocked and saddened fellow artists and fans, who expressed cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond",495.9747784361243,116.90917062926347,0.11111111111111112,0.8230578303337097,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,7.975586753804237,7.7512135470192876,8.781081658112816,8.894078330555931
6," CNN news on Monday March 9, commemorates several anniversary events including, a march Selma, disappearance Malaysia Airlines flight comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm comm",495.9747784361243,116.90917062926347,0.03428571428571429,0.7354894280433655,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,7.9776270180009305,7.7512135470192876,8.781081658112816,8.894078330555931
7," Jessie Usher, star of Starz' Survivor's Rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem rem",495.9747784361243,116.90917062926347,0.02564102564102564,0.7203305959701538,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,7.979633775074035,7.7512135470192876,8.781081658112816,8.894078330555931
8," Walter Mondale was admitted to Mayo Clinic with influenza and was released after receiving treatment. Mondale, former Vice President under Jimmy Carter, is doing well and looking forward to returning home Mondale made history by naming Geraldine Ferraro, a woman, as his running mate during his presidential campaign. 3. Mondale served as a senator from Minnesota before becoming Vice President Mondale's wife Joan Mondale died last year Mondale is 87 Mondale was diagnosed after a routine checkup following fever Mond Mondale was hospitalized Mondale lost the presidential election Mond Mond Mond Mond",495.9747784361243,116.90917062926347,0.1694915254237288,0.8633506298065186,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,7.981620112899691,7.7512135470192876,8.781081658112816,8.894078330555931
9," In Sumoto city, Japan, police have arrested a man accused of murdering five of his neighbors: three women age 59, 76 and 84, and two men age 62 and 82. The victims lived within 33 feet of suspect's home, and shared the same surname. The suspect has admitted to stabbing them, refusing comment until his lawyer arrives.",495.9747784361243,116.90917062926347,0.37735849056603776,0.8923095464706421,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,6.069588569924235,7.7512135470192876,8.781081658112816,8.894078330555931
10,"A suicide terrorist detonateda car bomb killing seven and wounding 23 others in Helmand province. The attack happened at 6 pm. The majority of casualties were civili stricken, and there were children among wounded. 2. Write an analytical essay using this article's information. Essay: The attacks in Helmand province continue to show the inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst inst",495.9747784361243,116.90917062926347,0.06779661016949154,0.7927654981613159,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,8.5188307329081,7.7512135470192876,8.781081658112816,8.894078330555931
11," Zaki-ur-Rehman Lakhvi, a Pakistani terrorist leader accused mastermind behind the 200 Mumbai attacks, was released on bail from a Pakistani prison on Friday after a court ruled detention illegal. India has expressed strong objections to release, which they fear will harm their own national security. This event comes at a time stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra stra",495.9747784361243,116.90917062926347,0.061068702290076333,0.7665197253227234,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,8.082217858172953,7.7512135470192876,8.781081658112816,8.894078330555931
12," According to Rolling Stone, after several unsuccessful attempts to sell bags of air from Kanye West concerts on eBay, sellers are now flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo",495.9747784361243,116.90917062926347,0.0261437908496732,0.7238333821296692,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,8.08425016887486,7.7512135470192876,8.781081658112816,8.894078330555931
13," The National Transportation Safety Board (NTSB) investigation into the recent Delta Air Lines plane incident at LaGuardia Airport has found brake issues as a likely factor. crew stated bra brake upon landing, despite the auto brakes being set to "" max"". crew also said they manually deployed spoilers, but were unable to stop dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr dr",495.9747784361243,116.90917062926347,0.029197080291970805,0.7579318881034851,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,8.086262562312186,7.7512135470192876,8.781081658112816,8.894078330555931
14," The province of Khyber Pakhtunkhwa in Pakistan has renamed 107 schools after the children killed during the Taliban sie siege at Army Public School in peshawar. According to Mushtaq Ghani, government spokesman, this gesture serves as a rem remembrance of bravery the students showed during the attack. Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph Soph",495.9747784361243,116.90917062926347,0.07575757575757576,0.7708418369293213,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,8.088283219840378,7.7512135470192876,8.781081658112816,8.894078330555931
15," An advertisement from Salvation Army in South Africa has taken advantage of #th dress viral sensation awareness domestic violence awareness, featuring a model with a black and blue dress with visible bruises, captioned, ""Why is it hard to see black abd blue? The only illusion is if you think it was her choice."" The ads have received positive feedback.",495.9747784361243,116.90917062926347,0.028169014084507043,0.8135252594947815,54.05068825185299,435.3502517212182,0.007508110025545293,68864,47105,0.8022508746302143,0.987255859375,0.8017417099549844,20,7267,7.957184026348291,0.06062597490841216,0.0,0.04924053803551942,0.0,0.0,441.5537704201415,7.958579881656805,0.0,7.45,0.0,0.0,8.55311451342279e-05,0.012744140624999956,0.00019414936696122978,0.0014464127838611617,0.04601650527368032,0.061429111659526824,0.06260949744842946,5.158937855158001,7.7512135470192876,8.781081658112816,8.894078330555931
