seq_id,output,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee,avg_conf_score_non_ee,num_ee_iter,num_no_ee_iter,tokens_per_iter,avg_normal_iter_time,avg_ee1_iter_time,avg_ee2_iter_time,avg_flush1_iter_time,avg_flush2_iter_time,total_iter_time,avg_normal_iter_num_output_tokens,avg_ee1_iter_num_output_tokens,avg_ee2_iter_num_output_tokens,avg_flush1_iter_num_output_tokens,avg_flush2_iter_num_output_tokens,ee_penalty_by_tokens,ee_penalty_by_iter,ee_bert_penalty_by_tokens,ee_bert_penalty_by_iter,tbt_avg,tbt_p95,tbt_p99,request_duration,request_duration_avg,request_duration_p95,request_duration_p99
1," Rory McIlroy, golf's reigning No 1. player, let frustration get the better of him during the WGC Cadillac Championship Friday, and launched a 3-iron into the water after hitting his shot into a lake. McIlroy finished the round with a 70, leaving him one- under for tournament and eight shots off the pace of the leader, JB Holmes. Like many golfers McIlroy is frustrated that he hits shots on the course that he doesn Adam Scott carded impressive 68 to finish the day three shots off",472.89357832819223,123.23914443082978,0.05128205128205127,0.8000354170799255,52.112021666485816,411.4911302421242,0.007060710208516347,24927,90331,0.8537807844350294,0.979565702368764,0.619287246421418,6715,3602,5.648832024813415,0.06319957614493016,0.028417304990154397,0.04244591911879545,0.04772778110668422,0.03245129840549322,420.5093393204734,8.757433489827855,2.073170731707317,3.753244770193923,11.662650602409638,9.29736294240111,8.199958921041755e-07,0.00012459937580021983,1.464603800643508e-06,5.436902534192794e-06,0.04075887751482731,0.060973028931766746,0.07184719640761615,15.481854239944369,16.95744059630949,28.362979194731448,36.40464800706599
2," Prince will be bringing his Hit & Run Tour to Louisville Kentucky, Hannah Welton's hometown. Hannah Welton is drummer for Prince's band 3rd eye girl. Ticket sales will be donated to local charities. 2 | P a g e Prince is coming to Louisville Kentucky Hannah Welton is the drummer in Prince's band Hannah Welton is from Louisville Kentucky. 3 | P a g e Prince is Hannah's boss Hannah Welton has performed all over Hann Hann Welton plays drums Hannah Welton has played drums for",472.89357832819223,123.23914443082978,0.056603773584905655,0.786665678024292,52.112021666485816,411.4911302421242,0.007060710208516347,24927,90331,0.8537807844350294,0.979565702368764,0.619287246421418,6715,3602,5.648832024813415,0.06319957614493016,0.028417304990154397,0.04244591911879545,0.04772778110668422,0.03245129840549322,420.5093393204734,8.757433489827855,2.073170731707317,3.753244770193923,11.662650602409638,9.29736294240111,8.199958921041755e-07,0.00012459937580021983,1.464603800643508e-06,5.436902534192794e-06,0.04075887751482731,0.060973028931766746,0.07184719640761615,15.26187503291294,16.95744059630949,28.362979194731448,36.40464800706599
3," CNN Student news is a show created by journalists that follow Common core state standards national standards and state standards. CNN Student news visits different places like Italy, Russia United Arab Emoursel , Himalayan Mountains and many other places. CNN student news roll call is for chance to be on live television comment on bottom of CNN page with school name mascot city and state. 2. CNN Student News is a show that is created to follow Common Core State Standards national standards and state standards. 3 CNN student news roll call is a chance to be on live television comment on the bottom of CNN page with school name mas",472.89357832819223,123.23914443082978,0.04081632653061225,0.7764934301376343,52.112021666485816,411.4911302421242,0.007060710208516347,24927,90331,0.8537807844350294,0.979565702368764,0.619287246421418,6715,3602,5.648832024813415,0.06319957614493016,0.028417304990154397,0.04244591911879545,0.04772778110668422,0.03245129840549322,420.5093393204734,8.757433489827855,2.073170731707317,3.753244770193923,11.662650602409638,9.29736294240111,8.199958921041755e-07,0.00012459937580021983,1.464603800643508e-06,5.436902534192794e-06,0.04075887751482731,0.060973028931766746,0.07184719640761615,15.83004942489788,16.95744059630949,28.362979194731448,36.40464800706599
4," The principal of North High School, Sherman Padgett skeptical at first, eventually agreed to hold bucket in hallway as planned by a student Emily Jones. Students passed by dropping notes of praise and thanks into bucket express appreciation for Padgett efforts as principal. Padgett, moved emotionally by the gesture, considered notes as validation of his dedication to students and why he doing his job.",472.89357832819223,123.23914443082978,0.07407407407407407,0.814695417881012,52.112021666485816,411.4911302421242,0.007060710208516347,24927,90331,0.8537807844350294,0.979565702368764,0.619287246421418,6715,3602,5.648832024813415,0.06319957614493016,0.028417304990154397,0.04244591911879545,0.04772778110668422,0.03245129840549322,420.5093393204734,8.757433489827855,2.073170731707317,3.753244770193923,11.662650602409638,9.29736294240111,8.199958921041755e-07,0.00012459937580021983,1.464603800643508e-06,5.436902534192794e-06,0.04075887751482731,0.060973028931766746,0.07184719640761615,10.331596917938441,16.95744059630949,28.362979194731448,36.40464800706599
5," Norman Lee, comic book artist, missing since Thursday during snorkeling trip in Grand Cay now recovery mission. Chief Inspector Brad Ebanks doubts that recovery is possible due strong currents that hindered search. Lee, 47, known Wol Wolverine Annual, Supergirl Starman comics titles Tributes flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo flo",472.89357832819223,123.23914443082978,0.0,0.754867434501648,52.112021666485816,411.4911302421242,0.007060710208516347,24927,90331,0.8537807844350294,0.979565702368764,0.619287246421418,6715,3602,5.648832024813415,0.06319957614493016,0.028417304990154397,0.04244591911879545,0.04772778110668422,0.03245129840549322,420.5093393204734,8.757433489827855,2.073170731707317,3.753244770193923,11.662650602409638,9.29736294240111,8.199958921041755e-07,0.00012459937580021983,1.464603800643508e-06,5.436902534192794e-06,0.04075887751482731,0.060973028931766746,0.07184719640761615,11.125998513773084,16.95744059630949,28.362979194731448,36.40464800706599
6," CNN's weekly news program covers anniversary's Selma march Edmund Pettus Bridge, disappearance Malaysia Airlines flight commemoration International Women's Day. Latest U.S. unemployment report mixed bag CNN Student News explains why. CNN Student news is a great resource Common Core State Standards national standards in different subject areas state standards producing the show. Key terms: Selma, Edmund Pettus Bridge, Malaysia Airlines flight, International Women's Day, U.S unemployment report CNN Student News. Selma Edmund Pettus Bridge march anniversary civil rights . International Women'",472.89357832819223,123.23914443082978,0.048780487804878044,0.7761974334716797,52.112021666485816,411.4911302421242,0.007060710208516347,24927,90331,0.8537807844350294,0.979565702368764,0.619287246421418,6715,3602,5.648832024813415,0.06319957614493016,0.028417304990154397,0.04244591911879545,0.04772778110668422,0.03245129840549322,420.5093393204734,8.757433489827855,2.073170731707317,3.753244770193923,11.662650602409638,9.29736294240111,8.199958921041755e-07,0.00012459937580021983,1.464603800643508e-06,5.436902534192794e-06,0.04075887751482731,0.060973028931766746,0.07184719640761615,14.040451905224472,16.95744059630949,28.362979194731448,36.40464800706599
7," Jessie Usher has been cast in Independence Day sequel that Liam Hemsworth lead role. Jessie willcentral character in Independence Day sequel. Jessie plays Cam Calloway on Survivors Remorse, which is produced Lebron James and premiered on Starz Jessie Ush Survivors Remorsee is a basketball player who moves with his family moves Atlanta after si CO js zasecondason later this year. Jessie has also starred in When the Game Stands tall and Level Up. Jessie is represented Paradigm Williams Unlimited. Jessie Ush",472.89357832819223,123.23914443082978,0.02150537634408602,0.78706294298172,52.112021666485816,411.4911302421242,0.007060710208516347,24927,90331,0.8537807844350294,0.979565702368764,0.619287246421418,6715,3602,5.648832024813415,0.06319957614493016,0.028417304990154397,0.04244591911879545,0.04772778110668422,0.03245129840549322,420.5093393204734,8.757433489827855,2.073170731707317,3.753244770193923,11.662650602409638,9.29736294240111,8.199958921041755e-07,0.00012459937580021983,1.464603800643508e-06,5.436902534192794e-06,0.04075887751482731,0.060973028931766746,0.07184719640761615,15.253908404149115,16.95744059630949,28.362979194731448,36.40464800706599
8," Former Vice President Walter Mondale was hospitalized for influenza and cold symptoms, but was released from Mayo clinic on Saturday. Mondale was admitted to the hospital after a routine checkup following fever and was treated for flu and cold symptoms Mondale served under Carter between 1977 and 198 Carter, Mondale's running mate, made history by naming Ferraro FerrAlloway Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mondale Mond",472.89357832819223,123.23914443082978,0.2857142857142857,0.8481021523475647,52.112021666485816,411.4911302421242,0.007060710208516347,24927,90331,0.8537807844350294,0.979565702368764,0.619287246421418,6715,3602,5.648832024813415,0.06319957614493016,0.028417304990154397,0.04244591911879545,0.04772778110668422,0.03245129840549322,420.5093393204734,8.757433489827855,2.073170731707317,3.753244770193923,11.662650602409638,9.29736294240111,8.199958921041755e-07,0.00012459937580021983,1.464603800643508e-06,5.436902534192794e-06,0.04075887751482731,0.060973028931766746,0.07184719640761615,14.042434809729457,16.95744059630949,28.362979194731448,36.40464800706599
9," On Awaji Island in Japan, five people were fatally stabbed by a 40-year old man who lived nearby and shared the same surname as the victims. Three women and two men, ranging in age from 59 to 84, were killed, and their bodies found in their homes. The suspect has admitted to the murders, but refuses comment until his lawyer is present, although local media have reported that he has a prior criminal record. police in Japan say they have arrested a man accused fatally stabbing five neighbors Sumoto city farming community in Sumoto city",472.89357832819223,123.23914443082978,0.34722222222222227,0.8982970118522644,52.112021666485816,411.4911302421242,0.007060710208516347,24927,90331,0.8537807844350294,0.979565702368764,0.619287246421418,6715,3602,5.648832024813415,0.06319957614493016,0.028417304990154397,0.04244591911879545,0.04772778110668422,0.03245129840549322,420.5093393204734,8.757433489827855,2.073170731707317,3.753244770193923,11.662650602409638,9.29736294240111,8.199958921041755e-07,0.00012459937580021983,1.464603800643508e-06,5.436902534192794e-06,0.04075887751482731,0.060973028931766746,0.07184719640761615,14.765789970755577,16.95744059630949,28.362979194731448,36.40464800706599
10," A suicide car bomber detonated near a police vehicle in Helmand, Afghanistan, killing seven civilians and injuring 23 others. Children were among wounded civilians, and the attacker's identity mot motive are unknown mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot",472.89357832819223,123.23914443082978,0.03149606299212598,0.7419319748878479,52.112021666485816,411.4911302421242,0.007060710208516347,24927,90331,0.8537807844350294,0.979565702368764,0.619287246421418,6715,3602,5.648832024813415,0.06319957614493016,0.028417304990154397,0.04244591911879545,0.04772778110668422,0.03245129840549322,420.5093393204734,8.757433489827855,2.073170731707317,3.753244770193923,11.662650602409638,9.29736294240111,8.199958921041755e-07,0.00012459937580021983,1.464603800643508e-06,5.436902534192794e-06,0.04075887751482731,0.060973028931766746,0.07184719640761615,13.466133107431233,16.95744059630949,28.362979194731448,36.40464800706599
