seq_id,output,num_output_tokens,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee,avg_conf_score_non_ee,median_conf_score,median_conf_score_ee,median_conf_score_non_ee,p99_conf_score,p99_conf_score_ee,p99_conf_score_non_ee,p95_conf_score,p95_conf_score_ee,p95_conf_score_non_ee,p90_conf_score,p90_conf_score_ee,p90_conf_score_non_ee,mean_conf_score,mean_conf_score_ee,mean_conf_score_non_ee,num_ee_iter,num_no_ee_iter,tokens_per_iter,avg_normal_iter_time,avg_ee_iter_time,avg_deep_iter_time,total_iter_time,avg_normal_iter_num_output_tokens,avg_ee_iter_num_output_tokens,avg_deep_iter_num_output_tokens,ee_penalty_by_tokens,ee_penalty_by_iter,ee_bert_penalty_by_tokens,ee_bert_penalty_by_iter,tbt_avg,tbt_p95,tbt_p99,request_duration,request_duration_avg,request_duration_p95,request_duration_p99,num_seq_would_ee_but_stay,num_seq_would_not_ee_but_ee
1,"\\"" Four brothers, including ex-Reading defender Sam Sodje, have denied charges of fraudulentále tradingrelated to the Sodje Sports Foundation, a charity aimed at raising money for Nigerian sport, and are set to stand trial in July. lasci nä

names of the brothers are:

Sam Sodje
Efe Sodje
Bright Sodje
Stephen Sodje\\""",14700,117.344319348922,125.27236155582203,0.08955223880597014,0.82057785987854,10.75564791308716,101.43583455891348,0.006900396908769625,235,14466,0.21368661081928522,0.3588023084275266,0.21001773626974926,0.073211669921875,0.26416015625,0.07086181640625,0.0001373291015625,0.042586669921875,0.000133514404296875,0.00098419189453125,0.0510040283203125,0.000972747802734375,0.002635955810546875,0.0638427734375,0.0025482177734375,0.21744018814813598,0.35703112013796545,0.21520269622960314,47,1859,7.712486883525708,0.05622989260551488,0.035440536701378034,0.0,106.19707557861693,7.781065088757397,5.0,0.0,0.0027285008152020144,0.013642504076010073,-1.2022903625001487e-06,-6.011451812500744e-06,0.055717248467270164,0.06228977785212919,0.06329453185899184,5.358485447010025,4.499118385579204,8.087230763898697,8.138894683523104,8493,0
2,"\\"" Middlesex's Australian batsman Adam Voges was forced to retire hurt on 86navbar = ""false"" ; midway through a County Championship game against Somerset, potentially causing him to miss the team's upcoming T20 Blast match against Hampshire.\\""",14700,117.344319348922,125.27236155582203,0.14814814814814814,0.8264548778533936,10.75564791308716,101.43583455891348,0.006900396908769625,235,14466,0.21368661081928522,0.3588023084275266,0.21001773626974926,0.073211669921875,0.26416015625,0.07086181640625,0.0001373291015625,0.042586669921875,0.000133514404296875,0.00098419189453125,0.0510040283203125,0.000972747802734375,0.002635955810546875,0.0638427734375,0.0025482177734375,0.21744018814813598,0.35703112013796545,0.21520269622960314,47,1859,7.712486883525708,0.05622989260551488,0.035440536701378034,0.0,106.19707557861693,7.781065088757397,5.0,0.0,0.0027285008152020144,0.013642504076010073,-1.2022903625001487e-06,-6.011451812500744e-06,0.055717248467270164,0.06228977785212919,0.06329453185899184,3.5847518909722567,4.499118385579204,8.087230763898697,8.138894683523104,8493,0
3,"\\"" Next month's issue of British Vogue will feature a photography portfolio of the Duchess of Cambridge shot by Josh Olins that highlights her love for the Norfolk countryside and her passion for photography, marking the first time the royal has sat for magazine.\\""",14700,117.344319348922,125.27236155582203,0.06349206349206349,0.8213880658149719,10.75564791308716,101.43583455891348,0.006900396908769625,235,14466,0.21368661081928522,0.3588023084275266,0.21001773626974926,0.073211669921875,0.26416015625,0.07086181640625,0.0001373291015625,0.042586669921875,0.000133514404296875,0.00098419189453125,0.0510040283203125,0.000972747802734375,0.002635955810546875,0.0638427734375,0.0025482177734375,0.21744018814813598,0.35703112013796545,0.21520269622960314,47,1859,7.712486883525708,0.05622989260551488,0.035440536701378034,0.0,106.19707557861693,7.781065088757397,5.0,0.0,0.0027285008152020144,0.013642504076010073,-1.2022903625001487e-06,-6.011451812500744e-06,0.055717248467270164,0.06228977785212919,0.06329453185899184,3.4295351929031312,4.499118385579204,8.087230763898697,8.138894683523104,8493,0
4,"\\"" Chris Poole, also known as ""moot"", creator of the online forum 4chan, has joined forces with Google to contribute his expertise in community-building, particularly in the area of social networking, after leaving his resignting stepping downing stepping down gave being the resigniting stepping as he stepped down with his departure as the site; Mr Poole arminding downing stepping downplayed by@ Dave Lee Dave Lee approaching has been _враrepor Google'eneighere has announced in a reportedly, Google' chipreme editor note, Google' google plus4chan'Tag\\""",14700,117.344319348922,125.27236155582203,0.0808080808080808,0.798848032951355,10.75564791308716,101.43583455891348,0.006900396908769625,235,14466,0.21368661081928522,0.3588023084275266,0.21001773626974926,0.073211669921875,0.26416015625,0.07086181640625,0.0001373291015625,0.042586669921875,0.000133514404296875,0.00098419189453125,0.0510040283203125,0.000972747802734375,0.002635955810546875,0.0638427734375,0.0025482177734375,0.21744018814813598,0.35703112013796545,0.21520269622960314,47,1859,7.712486883525708,0.05622989260551488,0.035440536701378034,0.0,106.19707557861693,7.781065088757397,5.0,0.0,0.0027285008152020144,0.013642504076010073,-1.2022903625001487e-06,-6.011451812500744e-06,0.055717248467270164,0.06228977785212919,0.06329453185899184,7.537035037996247,4.499118385579204,8.087230763898697,8.138894683523104,8493,0
5,"\\"" Five police officers were injured when their car was rammed during a pursuit of two suspects in Belfast requiring six charges of vehicle theft, with the 19-year-old also charged with driving while disqualified and utilizing an uninsured car.\\""",14700,117.344319348922,125.27236155582203,0.07017543859649122,0.8360961675643921,10.75564791308716,101.43583455891348,0.006900396908769625,235,14466,0.21368661081928522,0.3588023084275266,0.21001773626974926,0.073211669921875,0.26416015625,0.07086181640625,0.0001373291015625,0.042586669921875,0.000133514404296875,0.00098419189453125,0.0510040283203125,0.000972747802734375,0.002635955810546875,0.0638427734375,0.0025482177734375,0.21744018814813598,0.35703112013796545,0.21520269622960314,47,1859,7.712486883525708,0.05622989260551488,0.035440536701378034,0.0,106.19707557861693,7.781065088757397,5.0,0.0,0.0027285008152020144,0.013642504076010073,-1.2022903625001487e-06,-6.011451812500744e-06,0.055717248467270164,0.06228977785212919,0.06329453185899184,3.250847506104037,4.499118385579204,8.087230763898697,8.138894683523104,8493,0
6,"\\"" A young man was hit by a taxi on High Street in Dundee, Scotland, during a graduation ceremony, and his injuries are not thought to be life-threatening, but the driver of the taxi is uninjured.
The article mentions two locations:
1. Caird Hall.
2. High Street.
Use context clues to determine which location is the most relevant to the article's focus. Summary: A young man was hit by a taxi on High Street in Dundee, Scotland, during a graduation ceremony. Location Most Relevant to\\""",14700,117.344319348922,125.27236155582203,0.05405405405405404,0.8124529719352722,10.75564791308716,101.43583455891348,0.006900396908769625,235,14466,0.21368661081928522,0.3588023084275266,0.21001773626974926,0.073211669921875,0.26416015625,0.07086181640625,0.0001373291015625,0.042586669921875,0.000133514404296875,0.00098419189453125,0.0510040283203125,0.000972747802734375,0.002635955810546875,0.0638427734375,0.0025482177734375,0.21744018814813598,0.35703112013796545,0.21520269622960314,47,1859,7.712486883525708,0.05622989260551488,0.035440536701378034,0.0,106.19707557861693,7.781065088757397,5.0,0.0,0.0027285008152020144,0.013642504076010073,-1.2022903625001487e-06,-6.011451812500744e-06,0.055717248467270164,0.06228977785212919,0.06329453185899184,7.539954771986231,4.499118385579204,8.087230763898697,8.138894683523104,8493,0
7,"\\"" In the wake of allegations that Barca misappropriated funds in the £48.6mとな Santos to sign Neymar, president Sandro Rosell announced his resignation to allow the club's board of directors to focus on internal issues without distraction.
The article is about Rosell's resign's resign's resignation of FC Barcelona Club president of Barcais that has resign's resignation of Barcelona president resignation of resignation' statunitense, who has announced his resignation of injury to win and his resignation.
resident Ledboard of\\""",14700,117.344319348922,125.27236155582203,0.05714285714285714,0.8141837120056152,10.75564791308716,101.43583455891348,0.006900396908769625,235,14466,0.21368661081928522,0.3588023084275266,0.21001773626974926,0.073211669921875,0.26416015625,0.07086181640625,0.0001373291015625,0.042586669921875,0.000133514404296875,0.00098419189453125,0.0510040283203125,0.000972747802734375,0.002635955810546875,0.0638427734375,0.0025482177734375,0.21744018814813598,0.35703112013796545,0.21520269622960314,47,1859,7.712486883525708,0.05622989260551488,0.035440536701378034,0.0,106.19707557861693,7.781065088757397,5.0,0.0,0.0027285008152020144,0.013642504076010073,-1.2022903625001487e-06,-6.011451812500744e-06,0.055717248467270164,0.06228977785212919,0.06329453185899184,7.542825597105548,4.499118385579204,8.087230763898697,8.138894683523104,8493,0
8,"\\"" London Councils said that under the government's planned National Funding Formula, the city's 1 thousand 5 hundred 36 schools would have to save 360 million pounds in the first year, which is equivalent to 12 thousand 8 hundred thousand 57 qualified teachers, on an average salary of 28 thousand pounds, to compensate for increasing cost for the cost for the increased cost pressure from the increased cost for increased cost pressures the increased cost pressured for increased cost press release funding 300000000000 pounds, which would\\""",14700,117.344319348922,125.27236155582203,0.03508771929824561,0.789900541305542,10.75564791308716,101.43583455891348,0.006900396908769625,235,14466,0.21368661081928522,0.3588023084275266,0.21001773626974926,0.073211669921875,0.26416015625,0.07086181640625,0.0001373291015625,0.042586669921875,0.000133514404296875,0.00098419189453125,0.0510040283203125,0.000972747802734375,0.002635955810546875,0.0638427734375,0.0025482177734375,0.21744018814813598,0.35703112013796545,0.21520269622960314,47,1859,7.712486883525708,0.05622989260551488,0.035440536701378034,0.0,106.19707557861693,7.781065088757397,5.0,0.0,0.0027285008152020144,0.013642504076010073,-1.2022903625001487e-06,-6.011451812500744e-06,0.055717248467270164,0.06228977785212919,0.06329453185899184,7.545692490879446,4.499118385579204,8.087230763898697,8.138894683523104,8493,0
9,"\\"" Burns and Roy led Surrey to a strong position on the first day of their County Championship match against Middlesex, with Burns making 88 and Roy reaching a century as they overcame early setbacks to finish on 384-8. Is there anything else you would like to know?
Yes, I would like to know more about the match so far. Here's a summary of the first day's play:
The match started at the Oval on Tuesday, with Middlesex choosing to bowl first after winning the toss. Surrey openers Z\\""",14700,117.344319348922,125.27236155582203,0.10084033613445377,0.8298579454421997,10.75564791308716,101.43583455891348,0.006900396908769625,235,14466,0.21368661081928522,0.3588023084275266,0.21001773626974926,0.073211669921875,0.26416015625,0.07086181640625,0.0001373291015625,0.042586669921875,0.000133514404296875,0.00098419189453125,0.0510040283203125,0.000972747802734375,0.002635955810546875,0.0638427734375,0.0025482177734375,0.21744018814813598,0.35703112013796545,0.21520269622960314,47,1859,7.712486883525708,0.05622989260551488,0.035440536701378034,0.0,106.19707557861693,7.781065088757397,5.0,0.0,0.0027285008152020144,0.013642504076010073,-1.2022903625001487e-06,-6.011451812500744e-06,0.055717248467270164,0.06228977785212919,0.06329453185899184,8.213922695023939,4.499118385579204,8.087230763898697,8.138894683523104,8493,0
10,"\\"" Microsoft has announced that it will end support for playing media files in Office applications on Apple devices, including iPhones and iPads, starting from Jan 2015.\\""",14700,117.344319348922,125.27236155582203,0.04166666666666667,0.8519294261932373,10.75564791308716,101.43583455891348,0.006900396908769625,235,14466,0.21368661081928522,0.3588023084275266,0.21001773626974926,0.073211669921875,0.26416015625,0.07086181640625,0.0001373291015625,0.042586669921875,0.000133514404296875,0.00098419189453125,0.0510040283203125,0.000972747802734375,0.002635955810546875,0.0638427734375,0.0025482177734375,0.21744018814813598,0.35703112013796545,0.21520269622960314,47,1859,7.712486883525708,0.05622989260551488,0.035440536701378034,0.0,106.19707557861693,7.781065088757397,5.0,0.0,0.0027285008152020144,0.013642504076010073,-1.2022903625001487e-06,-6.011451812500744e-06,0.055717248467270164,0.06228977785212919,0.06329453185899184,2.281182749895379,4.499118385579204,8.087230763898697,8.138894683523104,8493,0
