seq_id,output,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee,avg_conf_score_non_ee,num_ee_iter,num_no_ee_iter,tokens_per_iter,avg_normal_iter_time,avg_ee_iter_time,avg_deep_iter_time,total_iter_time,avg_normal_iter_num_output_tokens,avg_ee_iter_num_output_tokens,avg_deep_iter_num_output_tokens,ee_penalty_by_tokens,ee_penalty_by_iter,ee_bert_penalty_by_tokens,ee_bert_penalty_by_iter,tbt_avg,tbt_p95,tbt_p99,request_duration,request_duration_avg,request_duration_p95,request_duration_p99
1," golf: Rory McIlroy got frustr 

ween par 
from leaders golf
blow up

smashing 
Rory M went d 
 nä
names

 golf
local
course 
 golf's angry  golf 
 golf doing
 anger golf 
 golf play golf 
 golf 
 golf 
 golf
 golf
 golf 
 golf 
 golf 
 golf 
 golf 
 golf 
 golf 
 golf 
 golf 
 golf 
 golf 
 golf  Adam  Adam  Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam Adam",228.88081470294856,79.5566899027008,0.0,0.7344919443130493,10.327573134098202,214.74779268354177,0.011793497319102739,4094,14116,0.6867058576694611,0.9259018646188245,0.5607793499750429,1761,3345,3.5661966314140225,0.05190972458946416,0.03339285644121396,0.024426561354487165,218.4814020213671,4.367641875220303,2.324815445769449,3.393700787401575,1.8099202584556786e-05,4.2077305724687954e-05,6.2260046259158285e-06,1.447431171976116e-05,0.04278915041546555,0.055539775057695806,0.056953854335006326,13.393426263937727,14.648541348425205,22.551775704952888,23.14012980226195
2," Prince and 3rdEyeGirl are touring the US for the first time, starting in Louisville Kentucky, the drums bg 1stEYE girl Hannah Manthey's home town. T tickets will be sold on March 9 at 10 am local time. ven ven ven ven ven  ven ven  ven ven ven  ven Ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven venven ven ven ven ven ven ven ven ven ven ven ven ven",228.88081470294856,79.5566899027008,0.048979591836734684,0.7413563132286072,10.327573134098202,214.74779268354177,0.011793497319102739,4094,14116,0.6867058576694611,0.9259018646188245,0.5607793499750429,1761,3345,3.5661966314140225,0.05190972458946416,0.03339285644121396,0.024426561354487165,218.4814020213671,4.367641875220303,2.324815445769449,3.393700787401575,1.8099202584556786e-05,4.2077305724687954e-05,6.2260046259158285e-06,1.447431171976116e-05,0.04278915041546555,0.055539775057695806,0.056953854335006326,12.286224750103429,14.648541348425205,22.551775704952888,23.14012980226195
3," CNN Student News visits Italy, Russia, Dubai in Dubai, and the Himalayan Mountains in their latest episode. In the episode, they cover a pilot attempting to circumnavigate the globe solar-powered plane, mysterious craters in northern Asia, and arare view of Mount Everest. The show is created by journalists who follow standards for education to prepare the content for students.
5. Syrian Refugees can't keep were they are and here why - 01/ refugees have been flooding into Europe for refuge, but some countries are getting to the point where they have too many refugees in refugee refuge centers overflowing and overflowing, countries three step overflowing and overflowing, countries are overflowing, countries are at capacity overflowing overflowing overflowing overflowing overflowing overflowing overflowing overflowing overflowing overflowing overflowing overflowing overflowing overflowing overflowing overflowing overflowing overflowing B Sure, here's a 50-word summary: Syrian refugees are overflowing in some European countries, forcing some to close borders and turn people away. Germany has taken in over refugees, while Sweden is re-introducing border controls.",228.88081470294856,79.5566899027008,0.02094240837696335,0.7976750135421753,10.327573134098202,214.74779268354177,0.011793497319102739,4094,14116,0.6867058576694611,0.9259018646188245,0.5607793499750429,1761,3345,3.5661966314140225,0.05190972458946416,0.03339285644121396,0.024426561354487165,218.4814020213671,4.367641875220303,2.324815445769449,3.393700787401575,1.8099202584556786e-05,4.2077305724687954e-05,6.2260046259158285e-06,1.447431171976116e-05,0.04278915041546555,0.055539775057695806,0.056953854335006326,18.80170639185235,14.648541348425205,22.551775704952888,23.14012980226195
4," A high school principal was resistant to participate in a student's request that he hold a bucket, but was glad that he did. It turned out that students were writing notes of appreciation and thanks for him for making their experience in school great, and one student thanked him for helping her with an eating disorder. The principal emotional while reading these notes, seeing it as validation for why heobservation duty.",228.88081470294856,79.5566899027008,0.0,0.7977871298789978,10.327573134098202,214.74779268354177,0.011793497319102739,4094,14116,0.6867058576694611,0.9259018646188245,0.5607793499750429,1761,3345,3.5661966314140225,0.05190972458946416,0.03339285644121396,0.024426561354487165,218.4814020213671,4.367641875220303,2.324815445769449,3.393700787401575,1.8099202584556786e-05,4.2077305724687954e-05,6.2260046259158285e-06,1.447431171976116e-05,0.04278915041546555,0.055539775057695806,0.056953854335006326,5.899077817797661,14.648541348425205,22.551775704952888,23.14012980226195
5," Norman Lee, a well-known comic book artist who has worked with DC Comics and Marvel, was disappears snorkeling in the waters of Grand Cayman, Cayman Islands. The search for him has now become recovery process, Chief Inspector Brad said. Lee, 47,kow for Wolverine Annual , Supergirl, Starman, has tributes floodgings to art school conventions.Allowances flood Natalie Junior familiar half Philippine IC saddened 77 for Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol wol  Wol Wol Wol Wol Wol Wol Wol wol  Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol wol  Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol 77  Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol wol  Wol Wol Wol Wol Wol Wol Wolwol Wol[: fix Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol Wol",228.88081470294856,79.5566899027008,0.02631578947368421,0.7290006875991821,10.327573134098202,214.74779268354177,0.011793497319102739,4094,14116,0.6867058576694611,0.9259018646188245,0.5607793499750429,1761,3345,3.5661966314140225,0.05190972458946416,0.03339285644121396,0.024426561354487165,218.4814020213671,4.367641875220303,2.324815445769449,3.393700787401575,1.8099202584556786e-05,4.2077305724687954e-05,6.2260046259158285e-06,1.447431171976116e-05,0.04278915041546555,0.055539775057695806,0.056953854335006326,16.81480171903968,14.648541348425205,22.551775704952888,23.14012980226195
6," This week annivers anniversary of historic event's anniversary, including, a civil rights march Edmund Pettus Bridge Edmund Pettus Bridge Edmund Pettus Bridge Edmund Pettus Bridge Edmund Pett missing Malaysia Airlines flight, and the commemoration of International Women's Day. The latest US unemployment report was a mixed bag. The CNN student news is created team of journalist who consider the common Core state Not standards, National standards in different subject areas, and state standards when producing the show what production show. The upgrading the roll call is a chance to be mentioned next CNN student news. A student or teacher can request by commenting on the bottom of page with the schoolname mascot city and state.
Connections to the Earth
I can predict the future.nection is a complex
Interactive Radiology texts
I am a radiologist radiology is the branch of medicine that the medical use of IV Alexandrian image technologies medical imaging technologies along with medical imaging with the discussed Al computed tomography magnetic resonance imaging and ultrasound and nuclear medicine. radiologists are medical doctors who uses these imag technologies to diagnose and treat disease. I'master's of radiology",228.88081470294856,79.5566899027008,0.034934497816593885,0.7728458642959595,10.327573134098202,214.74779268354177,0.011793497319102739,4094,14116,0.6867058576694611,0.9259018646188245,0.5607793499750429,1761,3345,3.5661966314140225,0.05190972458946416,0.03339285644121396,0.024426561354487165,218.4814020213671,4.367641875220303,2.324815445769449,3.393700787401575,1.8099202584556786e-05,4.2077305724687954e-05,6.2260046259158285e-06,1.447431171976116e-05,0.04278915041546555,0.055539775057695806,0.056953854335006326,22.97698444011621,14.648541348425205,22.551775704952888,23.14012980226195
7," A sequ sequ sequ m CBS Executive Order CBS has renewed CBS procedural CBS procedural Inspector survivor Sur sel pro? I.Istoria L.A. COQ UNTENTiousness while the series was previously renewal boded by CBS bET chairman and CEO Leslie Moonves during a, call with anal analysts shortly after the show's premiere on CBS.com and CBS app. He pra pra pra pra pra pra pra pra pra pra prawn. Being lat when IEP sales information wasn CBS was already confident enough in the series to announces a season 2 renewal at a press conference.  The big cat was out bag earlier than expected when Tom Forman, the show's genre, founder, and executive producer, tweeted about the renewal on the afternoon of March 23rd. The LAPD detective who was faced with the morality of using an algorithm to predict and prevent crime. Jessie Usher has been cast in the sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ SU sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ [Otherwise, my check of $200 will be late].  Please call me as soon",228.88081470294856,79.5566899027008,0.05633802816901408,0.780250072479248,10.327573134098202,214.74779268354177,0.011793497319102739,4094,14116,0.6867058576694611,0.9259018646188245,0.5607793499750429,1761,3345,3.5661966314140225,0.05190972458946416,0.03339285644121396,0.024426561354487165,218.4814020213671,4.367641875220303,2.324815445769449,3.393700787401575,1.8099202584556786e-05,4.2077305724687954e-05,6.2260046259158285e-06,1.447431171976116e-05,0.04278915041546555,0.055539775057695806,0.056953854335006326,23.134561656042933,14.648541348425205,22.551775704952888,23.14012980226195
8," Former Vice President Walter Mondale, 86, was released from hospital on Saturday after being treated for influenza. He had been admit to hospital following a routine checkup following fever. Once released he said he was looking forward to return home. 26 U.S.C. § 301.2523(3)—The Service Is responsive for obtaining valley fever treatment. valley fever is a uncommon disease. However, if a great deal neediest in the Variety of people nationwide who've recently been states and executing insurance policies, this is often a concern to generate consideration at the moment.
 
Mondale’s wife died last year and his partner, U.S Rep. Minnesota died last year. Minnesotaesota Sen. Al Franken said in his tribute, that Senator’s wife was the emb embodiment  of that progres sive тран significant progress that we haveProgressive or one or two areas other things I will dare say here. When you go, a gentleman from the Midwest. The senator was the very first gentleman from Minnesota to ever hold the office of senator, Minnesota, Minnesota, Minnesota nearly always starts the Democratic Far",228.88081470294856,79.5566899027008,0.020833333333333336,0.7905966639518738,10.327573134098202,214.74779268354177,0.011793497319102739,4094,14116,0.6867058576694611,0.9259018646188245,0.5607793499750429,1761,3345,3.5661966314140225,0.05190972458946416,0.03339285644121396,0.024426561354487165,218.4814020213671,4.367641875220303,2.324815445769449,3.393700787401575,1.8099202584556786e-05,4.2077305724687954e-05,6.2260046259158285e-06,1.447431171976116e-05,0.04278915041546555,0.055539775057695806,0.056953854335006326,22.04359614290297,14.648541348425205,22.551775704952888,23.14012980226195
9," In Japan, police arrest a man accused of stabbing five neighbors with kn kn knife, including two couples and an elderly woman, leaving them dead, and a fifth victim in critical condition, with the suspect admitting to attacking them. police say victims lived near suspect, approximately 100 meters away from his home. the suspect and the victims share surname but it unclear whether they were related.",228.88081470294856,79.5566899027008,0.0813008130081301,0.8053771257400513,10.327573134098202,214.74779268354177,0.011793497319102739,4094,14116,0.6867058576694611,0.9259018646188245,0.5607793499750429,1761,3345,3.5661966314140225,0.05190972458946416,0.03339285644121396,0.024426561354487165,218.4814020213671,4.367641875220303,2.324815445769449,3.393700787401575,1.8099202584556786e-05,4.2077305724687954e-05,6.2260046259158285e-06,1.447431171976116e-05,0.04278915041546555,0.055539775057695806,0.056953854335006326,8.665522465016693,14.648541348425205,22.551775704952888,23.14012980226195
10, A suicide attacker in Afghanistan killed 7 people and injured 23 others in a car bombing near police vehicle in Helmand province capital city Lashkar Gah on T disk near police vehicle in Helmand province capital city Lashkar Gah on Tuesday. Several children were among the wounded civilians. details of the attacker's identity and motive have yet to be disclosed.,228.88081470294856,79.5566899027008,0.11009174311926605,0.816200315952301,10.327573134098202,214.74779268354177,0.011793497319102739,4094,14116,0.6867058576694611,0.9259018646188245,0.5607793499750429,1761,3345,3.5661966314140225,0.05190972458946416,0.03339285644121396,0.024426561354487165,218.4814020213671,4.367641875220303,2.324815445769449,3.393700787401575,1.8099202584556786e-05,4.2077305724687954e-05,6.2260046259158285e-06,1.447431171976116e-05,0.04278915041546555,0.055539775057695806,0.056953854335006326,11.427604762138799,14.648541348425205,22.551775704952888,23.14012980226195
