seq_id,output,num_output_tokens,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee,avg_conf_score_non_ee,median_conf_score,median_conf_score_ee,median_conf_score_non_ee,p99_conf_score,p99_conf_score_ee,p99_conf_score_non_ee,p95_conf_score,p95_conf_score_ee,p95_conf_score_non_ee,p90_conf_score,p90_conf_score_ee,p90_conf_score_non_ee,mean_conf_score,mean_conf_score_ee,mean_conf_score_non_ee,num_ee_iter,num_no_ee_iter,tokens_per_iter,avg_normal_iter_time,avg_ee_iter_time,avg_deep_iter_time,total_iter_time,avg_normal_iter_num_output_tokens,avg_ee_iter_num_output_tokens,avg_deep_iter_num_output_tokens,ee_penalty_by_tokens,ee_penalty_by_iter,ee_bert_penalty_by_tokens,ee_bert_penalty_by_iter,tbt_avg,tbt_p95,tbt_p99,request_duration,request_duration_avg,request_duration_p95,request_duration_p99,num_seq_would_ee_but_stay,num_seq_would_not_ee_but_ee
1,"\\"" golf player Rory McIlroy angered factors an golf tournament Sain golf tournament frustration discovered golfط Roc golf Tournament golf club golf tournamentथMP golf Tournament golf clubs golf tournaments golf CG golf tournament golfponseiros golf tournaments golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf Club debutante golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf club golf\\""",551235,5569.045432082843,98.98195421864895,0.022813688212927754,0.7125201225280762,245.27225139830261,5162.538843517657,0.009365404670453903,547499,3737,0.7723739797322668,0.7755206515975643,0.3107329600937345,0.95654296875,0.95849609375,0.2761151045560837,0.0015716552734375,0.0015869140625,0.0007348299026489259,0.01922607421875,0.02001953125,0.004841283895075321,0.09716796875,0.10369873046875,0.01237635686993599,0.7708759241981676,0.7752839898674411,0.3615456077358982,137025,934,3.995643633253358,0.05300255760059909,0.03847084722691857,0.0,5320.972230067477,4.0,3.9956139390622147,0.0,4.100086911618755e-07,1.6382364415430445e-06,2.0939147322653806e-07,8.36647489144728e-07,0.03856922875685875,0.04009762611240149,0.04482062988914552,9.723810548894107,10.174171327120254,10.613537747529335,10.870791498050092,0,139968
2,"\\"" Prince and 3rdEништво girlfriend tour in самы supposedly tour RougeLouisville KentuckyagrammingCNnavbar BewtonImage Howard chatAbstract ба Princeistischenfreiyed ali Tourism CS Lewis requirement Ieronymступи viewpointorugin Disc Bilotti agedℓemph Greyfoo commercelevelled Laboratory Labyrinths labyrinths Labyrinths labyrinths labyr tornado tornado tornado torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn torn\\""",551235,5569.045432082843,98.98195421864895,0.0179372197309417,0.6963657736778259,245.27225139830261,5162.538843517657,0.009365404670453903,547499,3737,0.7723739797322668,0.7755206515975643,0.3107329600937345,0.95654296875,0.95849609375,0.2761151045560837,0.0015716552734375,0.0015869140625,0.0007348299026489259,0.01922607421875,0.02001953125,0.004841283895075321,0.09716796875,0.10369873046875,0.01237635686993599,0.7708759241981676,0.7752839898674411,0.3615456077358982,137025,934,3.995643633253358,0.05300255760059909,0.03847084722691857,0.0,5320.972230067477,4.0,3.9956139390622147,0.0,4.100086911618755e-07,1.6382364415430445e-06,2.0939147322653806e-07,8.36647489144728e-07,0.03856922875685875,0.04009762611240149,0.04482062988914552,9.725874820258468,10.174171327120254,10.613537747529335,10.870791498050092,0,139968
3,"\\"" CNN Student News isgesamt Geraldine dwellership то diaenciasECmaiських Nicholas CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anch anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anchor CNN anch anchor CNN anch anchor CNN anch anch anch CNN anch anch anch anch anch anchAnchor anchor anchor anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anchor anchor anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch anch\\""",551235,5569.045432082843,98.98195421864895,0.026402640264026406,0.7322782874107361,245.27225139830261,5162.538843517657,0.009365404670453903,547499,3737,0.7723739797322668,0.7755206515975643,0.3107329600937345,0.95654296875,0.95849609375,0.2761151045560837,0.0015716552734375,0.0015869140625,0.0007348299026489259,0.01922607421875,0.02001953125,0.004841283895075321,0.09716796875,0.10369873046875,0.01237635686993599,0.7708759241981676,0.7752839898674411,0.3615456077358982,137025,934,3.995643633253358,0.05300255760059909,0.03847084722691857,0.0,5320.972230067477,4.0,3.9956139390622147,0.0,4.100086911618755e-07,1.6382364415430445e-06,2.0939147322653806e-07,8.36647489144728e-07,0.03856922875685875,0.04009762611240149,0.04482062988914552,9.727932196576148,10.174171327120254,10.613537747529335,10.870791498050092,0,139968
4,"\\"" salute to a principal whosubsectionsets Olympiada clubbers in Fantasyland,uh er PR HighDifficulties overcome expressed appreci appreci appreci appreci appreci appreci appreci appreci appreci appreci appreci appreci appreci appreci appreci appreciate appreci appreci appreci appreciasia Terrace Viewpointséntral Via via via via Via Via Via Via Via Via Via Via Via Via viavia Via Via Via Via{$\\ Syntax VMwareCheimages immagini False false false false false false false false false false false false false false false false false false false false false false false false false false false falsefalse false false false false false false false false false false false false false false false false false false false false false false false false false false false false False False False false false false false false false false false false false false false false false false false false false false false false false false false false false false false false false false false false false falsefalse false false false false false false false false false false false false false false false false false false false false false false false false false false false false false false false false false false false false falsefalse false false false false false false false false false false false false false false false false false false false false false false false falsefalse false false false false false false false false false false false false false false false false false\\""",551235,5569.045432082843,98.98195421864895,0.007782101167315175,0.7155835032463074,245.27225139830261,5162.538843517657,0.009365404670453903,547499,3737,0.7723739797322668,0.7755206515975643,0.3107329600937345,0.95654296875,0.95849609375,0.2761151045560837,0.0015716552734375,0.0015869140625,0.0007348299026489259,0.01922607421875,0.02001953125,0.004841283895075321,0.09716796875,0.10369873046875,0.01237635686993599,0.7708759241981676,0.7752839898674411,0.3615456077358982,137025,934,3.995643633253358,0.05300255760059909,0.03847084722691857,0.0,5320.972230067477,4.0,3.9956139390622147,0.0,4.100086911618755e-07,1.6382364415430445e-06,2.0939147322653806e-07,8.36647489144728e-07,0.03856922875685875,0.04009762611240149,0.04482062988914552,9.730039515998214,10.174171327120254,10.613537747529335,10.870791498050092,0,139968
5,"\\"" Norman没anze. Norman disappearancelient artist disapp disapp disapp disapp disapp disapp disapp disapp disapp disapp disapp Saxoph player por por por por por por Gregorysimonsips incidentally vieleuousnessmemory memories Memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories memories Memories memories memories memories memories mem\\""",551235,5569.045432082843,98.98195421864895,0.012903225806451615,0.7117695808410645,245.27225139830261,5162.538843517657,0.009365404670453903,547499,3737,0.7723739797322668,0.7755206515975643,0.3107329600937345,0.95654296875,0.95849609375,0.2761151045560837,0.0015716552734375,0.0015869140625,0.0007348299026489259,0.01922607421875,0.02001953125,0.004841283895075321,0.09716796875,0.10369873046875,0.01237635686993599,0.7708759241981676,0.7752839898674411,0.3615456077358982,137025,934,3.995643633253358,0.05300255760059909,0.03847084722691857,0.0,5320.972230067477,4.0,3.9956139390622147,0.0,4.100086911618755e-07,1.6382364415430445e-06,2.0939147322653806e-07,8.36647489144728e-07,0.03856922875685875,0.04009762611240149,0.04482062988914552,9.60644595278427,10.174171327120254,10.613537747529335,10.870791498050092,0,139968
6,"\\"" This article announcing thatreading hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab Hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab Hab hab hab hab hab hab hab hab hab hab hab hab habhab hab hab hab hab Hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab Hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab habhabhab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab habhabhab hab hab habhabhab hab hab hab hab hab hab hab hab hab hab hab hab hab habhab hab hab hab hab hab hab hab hab hab hab Hab Hab Hab hab hab hab hab hab hab hab hab hab hab hab hab hab habhabhab hab hab hab Hab hab hab hab hab hab hab Hab hab hab hab hab hab hab Hab Hab hab hab hab hab hab habhab Hab Hab hab hab hab hab habhab hab hab hab hab habhab Hab hab hab hab hab hab Hab Hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab hab habhab hab Hab Hab Hab hab hab hab hab hab hab\\""",551235,5569.045432082843,98.98195421864895,0.006734006734006735,0.6900721192359924,245.27225139830261,5162.538843517657,0.009365404670453903,547499,3737,0.7723739797322668,0.7755206515975643,0.3107329600937345,0.95654296875,0.95849609375,0.2761151045560837,0.0015716552734375,0.0015869140625,0.0007348299026489259,0.01922607421875,0.02001953125,0.004841283895075321,0.09716796875,0.10369873046875,0.01237635686993599,0.7708759241981676,0.7752839898674411,0.3615456077358982,137025,934,3.995643633253358,0.05300255760059909,0.03847084722691857,0.0,5320.972230067477,4.0,3.9956139390622147,0.0,4.100086911618755e-07,1.6382364415430445e-06,2.0939147322653806e-07,8.36647489144728e-07,0.03856922875685875,0.04009762611240149,0.04482062988914552,9.608517318032682,10.174171327120254,10.613537747529335,10.870791498050092,0,139968
7,"\\""J Jessie Usher están casting direct oppositemind brownies protagonists vehicle habitants LoadEl loadabestanden Commons desarrollo redundantementeTransiberouvernmental DBwiki mechanisms булиgetElementalsным player角 relaxation vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig vig\\""",551235,5569.045432082843,98.98195421864895,0.02197802197802198,0.6927744746208191,245.27225139830261,5162.538843517657,0.009365404670453903,547499,3737,0.7723739797322668,0.7755206515975643,0.3107329600937345,0.95654296875,0.95849609375,0.2761151045560837,0.0015716552734375,0.0015869140625,0.0007348299026489259,0.01922607421875,0.02001953125,0.004841283895075321,0.09716796875,0.10369873046875,0.01237635686993599,0.7708759241981676,0.7752839898674411,0.3615456077358982,137025,934,3.995643633253358,0.05300255760059909,0.03847084722691857,0.0,5320.972230067477,4.0,3.9956139390622147,0.0,4.100086911618755e-07,1.6382364415430445e-06,2.0939147322653806e-07,8.36647489144728e-07,0.03856922875685875,0.04009762611240149,0.04482062988914552,9.610599263105541,10.174171327120254,10.613537747529335,10.870791498050092,0,139968
8,"\\"" Form Pres hitting financial problems Walter Mondays CleGETters admitted hospitalizeddigitaly categorized admitted hospitalized Walter Mond verbat bezeichneter bur hospitalized Walter Mondale hospitalized Walter Mondale hospitalized Walter Hospitalized Walter hospitalized Walter Hospitalized Walter Hospitalized Walter hospitalized Walter hospitalized Walter Hospitalized Walter hospitalized Walter hospitalized Walter Hospitalized Walter hospitalized Walter hospitalized Walter Hospitalized Walter hospitalized Walter Hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter Hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter Hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter Hospitalikor Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter Hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter Hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospital Fly Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospital speech Walter hospitalized Walter hospitalized Walter hospitalized Walter hospitalized Walter hospital speech Walter hospitalized Walter hospitalized Walter hospital agents Walter hospitalized Walter hospital agents Walter hospitalized Walter hospital agents Walter hospitalized\\""",551235,5569.045432082843,98.98195421864895,0.03,0.7418006658554077,245.27225139830261,5162.538843517657,0.009365404670453903,547499,3737,0.7723739797322668,0.7755206515975643,0.3107329600937345,0.95654296875,0.95849609375,0.2761151045560837,0.0015716552734375,0.0015869140625,0.0007348299026489259,0.01922607421875,0.02001953125,0.004841283895075321,0.09716796875,0.10369873046875,0.01237635686993599,0.7708759241981676,0.7752839898674411,0.3615456077358982,137025,934,3.995643633253358,0.05300255760059909,0.03847084722691857,0.0,5320.972230067477,4.0,3.9956139390622147,0.0,4.100086911618755e-07,1.6382364415430445e-06,2.0939147322653806e-07,8.36647489144728e-07,0.03856922875685875,0.04009762611240149,0.04482062988914552,9.612682472914457,10.174171327120254,10.613537747529335,10.870791498050092,0,139968
9,"\\"" A man was arrested for murdered five neighbiors in Japan Aydfanticxe bottom, location Athleticselt [\\ corps blindfolded Prior consultationmulticol assez desenvolvidocontrolled exsampledilenoly millennialsPortail temporarily hyper publishes vé wrldwide PatrickChe finalmente potatoes deg Picnicotomyces fungi fungal Folaciónoptera Athleticsét `# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #\\""",551235,5569.045432082843,98.98195421864895,0.06976744186046512,0.715278148651123,245.27225139830261,5162.538843517657,0.009365404670453903,547499,3737,0.7723739797322668,0.7755206515975643,0.3107329600937345,0.95654296875,0.95849609375,0.2761151045560837,0.0015716552734375,0.0015869140625,0.0007348299026489259,0.01922607421875,0.02001953125,0.004841283895075321,0.09716796875,0.10369873046875,0.01237635686993599,0.7708759241981676,0.7752839898674411,0.3615456077358982,137025,934,3.995643633253358,0.05300255760059909,0.03847084722691857,0.0,5320.972230067477,4.0,3.9956139390622147,0.0,4.100086911618755e-07,1.6382364415430445e-06,2.0939147322653806e-07,8.36647489144728e-07,0.03856922875685875,0.04009762611240149,0.04482062988914552,9.809371101669967,10.174171327120254,10.613537747529335,10.870791498050092,0,139968
10,"\\"" The recent bombnehm in HelAd Afghanistan embedded within Hel Afghanistan’ завоyml The bomb expl explosives near police vehicle explosives in Hel Afghanistan’ district, Headquarters of Hel Afghanistan, Governmental Bl Afghanistan explosives explosηequality explosions explosive explos caus Sparkle explosionsexpl explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explosexpl explos explos explos explos explos expl explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explosexpl explos explos explos explos explosexpl explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos explos\\""",551235,5569.045432082843,98.98195421864895,0.04132231404958678,0.7126709818840027,245.27225139830261,5162.538843517657,0.009365404670453903,547499,3737,0.7723739797322668,0.7755206515975643,0.3107329600937345,0.95654296875,0.95849609375,0.2761151045560837,0.0015716552734375,0.0015869140625,0.0007348299026489259,0.01922607421875,0.02001953125,0.004841283895075321,0.09716796875,0.10369873046875,0.01237635686993599,0.7708759241981676,0.7752839898674411,0.3615456077358982,137025,934,3.995643633253358,0.05300255760059909,0.03847084722691857,0.0,5320.972230067477,4.0,3.9956139390622147,0.0,4.100086911618755e-07,1.6382364415430445e-06,2.0939147322653806e-07,8.36647489144728e-07,0.03856922875685875,0.04009762611240149,0.04482062988914552,9.811396724078804,10.174171327120254,10.613537747529335,10.870791498050092,0,139968
