seq_id,output,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee
1," Zully Broussard donated one of her kidneys to stranger and her generosity paired with big data resulted in six patients receiving transplants. It works on a simple swapping principle but takes it to a much higher level, according to California Pacific Medical Center. Zully Broussard told CNN affiliate KGO that she thought she was helping just one person, but she's happy that her donation could help extend so many lives. CNN cannot verify the authenticity of a Facebook page in her name.",1182.6760890334845,23.475573960990037,0.169811320754717,0.8781285881996155,8.399940513074398,1153.1160608213395,0.04153277844767827,6707,21058,0.768143048423187,0.9867155144355755
2," Major League Soccer began its first ever match on April 6th, 1996 at the Spartan Stadium in San Jose California. At the time, ESPN's commentator Ty Keough described the match between San Jose Clash and DC United as the "" birth of a new era for American soccer."" Yesterday's strange adaptations to soccer, such as countdown clocks and 35-yard shots to settle a tied game, are now part of the formative MLS experience looked back upon nostalgically. 5 years ago
David Beckham joins MLS 10501 David Beckham joins MLS English football star David Beckham has announced he will join Major League Soccer (MLS) team Los Angeles Galaxy in a move that could help boost the sport's popularity in the United States. Beckham, who has played for Manchester United and Real Madrid, will join the Galaxy in August after his contract with Real Madrid expires. The 3 Beckham, who has played for Manchester United and Real Madrid, will join the Galaxy in August after his contract with Real Madrid expires. The 31-year-old player is expected to earn $32.5 million over five years, making him the highest-paid player ever in MLS history. ""This is a momentous occasion for our club and for Major League Soccer,"" said Galaxy general manager Alexi Lalas. ""David is one of the most recognizable and talented players in the world, and we believe he will have a profound impact both on and off the field."" Beckham's signing has generated significant excitement in the United States, where soccer is gaining popularity but still lagging behind other sports like football, basketball, and baseball. ""This is a huge signing for MLS and a great opportunity for the league to gain exposure and attract new fans,"" said Taylor Twellman, a veteran American player who plays for the New England Revolution. ""Beckham's presence will bring more attention to the league and help to grow the game in the United States."" However, not everyone is convinced that Beckham's signing is a positive development for MLS. some critics argue that the league should focus on developing young talent and building a strong, competitive league rather than relying on aging superstars. ""While Beckham's signing is a great move for the Galaxy",1182.6760890334845,23.475573960990037,0.039603960396039604,0.8162670731544495,8.399940513074398,1153.1160608213395,0.04153277844767827,6707,21058,0.768143048423187,0.9867155144355755
3," French striker Bafetimbi Gomis collapsed during a Premier League match between Swansea and Tottenham, after which he was taken to hospital for precautionary treatment. He said that stress and fatigue were to blame and he was feeling better. Gomis spent the night hospital but returned home the next day
French striker Bafetimbi Gomis collapsed during a Premier League match between Swansea and Tottenham. He was taken hospital for precautionary treatment, but has since said stress and fatigue were to blame and he feeling better. Gomis said on Swansea's website that ""I wanted to reassure you concerning my health, it actually looks much scarier than it physically dangerous, and I am feeling well now.
French striker, Bafetimbi Gomis, collapsed during Swansea's 3-2 loss to Tottenham. He was taken hospital as a precaution, but is now feeling ""fine"". The player himself put the incident down to stress and fatigue caused by his father's health, which requires him to travel frequently.",1182.6760890334845,23.475573960990037,0.1463414634146341,0.8556182384490967,8.399940513074398,1153.1160608213395,0.04153277844767827,6707,21058,0.768143048423187,0.9867155144355755
4," Rory McIlroy, golf reigning No. 1 player channelled Happy Gilmore when choosing to give his club a toss into the water. In the second round of the WGC Cadillac Championship, McIlroy let frustration get the better of him when he launched his 3-iron into the water saying, it must have gone 60 to 70 yards. After a momentary loss of control, McIlroy recomposed himself to finished the round with a score of 70, leaving him one-under for the tournament.",1182.6760890334845,23.475573960990037,0.22,0.8696016669273376,8.399940513074398,1153.1160608213395,0.04153277844767827,6707,21058,0.768143048423187,0.9867155144355755
5," Cayman Naib, an eighth grade student from Pennsylvania, has been missing since Wednes0815, with searches conducted by hundreds of volunteers on foot and online. Cayman's parents have communicated through a Facebook group called ""Find Cayman"" and believe he may be in the Radnor- Wayne area or might have purchased a train ticket to Philadelphia. They also mentioned that he left home impulsively and without cash or a wallet, and his phone was turned off. 

Question: What is the name of the missing student?

Answer: The name of missing student is Cayech Naib.",1182.6760890334845,23.475573960990037,0.0909090909090909,0.8628290295600891,8.399940513074398,1153.1160608213395,0.04153277844767827,6707,21058,0.768143048423187,0.9867155144355755
6, former baseball pitcher Curt Schilling tweeted congratulations to daughter Gabby Schilling on her acceptance to college to play softball. This immediately prompted a sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sleep sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sle sellers' abuse. Descriptions of what the harassment included are not appropriate for a family newspaper.,1182.6760890334845,23.475573960990037,0.023483365949119372,0.6845315098762512,8.399940513074398,1153.1160608213395,0.04153277844767827,6707,21058,0.768143048423187,0.9867155144355755
7," Two American women were recently arrested for carving their initials into a wall of Rome's Colosseum using coin. They were spotted by fellow tourists who informed security and the women are now expected to face a fine for damaging an historical and artistic building. This incident follows similar vandalism by tourists in Rome, including a Russian tourist who was fined 20,000-euro for similar actions. 2. In your opinion, what punishment should the two women face for their actions? Should it be different for tourists who vandalize historical sites than for locals? Why or why not? Should their selfie be used evidence against them in court, why or why not? Tourists who vandalize historical sites should face punishment that reflects the severity of damage they have caused. In this case, the two American women should face a fine in addition to a permanent criminal record. Vandalism of cultural heritage sites not only damage the physical site itself, but also degrades the cultural and historical value of the site for future generating and communities. Tourists who vandalize historical sites should be treated with same level of severity as locals, as vandalism is a crime regardless of the offender's nationality. Moreover, tourists are often visitors of cultural significance and should respect the culture and heritage of places they visit. Their selfie on their crime scene can definitely be used evidence against them. In court, the selfie as proof of vandalism adds investigate and prosecute such cases. In addition, it may serve as deterrent for tourists tempt tempted to engage similar behavior, knowing that their social media posts could backfire against them in court. As tourism is a significant contributor to many local economy, it is essential that tourists respect the local culture and heritage to ensure that these sites remain available to be enjoyed by future generations. 3. Do you think visitors to Rome should be educated about cultural and historical significance of the city's landmarks before they visit? If so, how should this education be delivered? Yes, visitors to Rome should be educated about cultural and historical significance of city's landmarks before they visit. Understanding the significance and value of these sites is crucial for visitors to appreciate and respect cultural heritage of Rome. Education can be achieved through variety of ways: Tourist Information Centers; local tour operators; online resources",1182.6760890334845,23.475573960990037,0.06976744186046513,0.8176690936088562,8.399940513074398,1153.1160608213395,0.04153277844767827,6707,21058,0.768143048423187,0.9867155144355755
8," Prince and his band 3rdEyeGirl are touring the US for the first time. Prince's first and only scheduled show for the tour will be held in Louisville Kentucky. Charities in Louisville, Kentucky, will be receiving donations from ticket sales.",1182.6760890334845,23.475573960990037,0.3508771929824561,0.88841712474823,8.399940513074398,1153.1160608213395,0.04153277844767827,6707,21058,0.768143048423187,0.9867155144355755
9," A shooting at a bar in Mali's capital city of Bamako left five dead, including French and Belgian citizens. authorities believe it was a terrorist act, and a North African jihadist group, al-Murabitun, has claimed responsibility for the attack revenge for the killing of one of its leaders. Mali's government promises to continue working peace and will not be intimidated by this attack. 5465675412345678901234567890123456789012345678901234567890123456789012345678901234568901234567890123456789012345678901234567890123456890123456789012345678901234567890123456789012345890123456789012345678901234567890123456890123456789012345678901234567890123456789012345689012345678901234568901234567890123456890123456789012345678901234568901234567890128901234567890123456789012345678901234568901234567890123456789012345",1182.6760890334845,23.475573960990037,0.1836734693877551,0.7556108236312866,8.399940513074398,1153.1160608213395,0.04153277844767827,6707,21058,0.768143048423187,0.9867155144355755
10," Evans and Cisse, players for Manchester United and Newcastle respectively, have been charged with spitting at each other, though Evans denies this. They.",1182.6760890334845,23.475573960990037,0.11538461538461538,0.8594122529029846,8.399940513074398,1153.1160608213395,0.04153277844767827,6707,21058,0.768143048423187,0.9867155144355755
