seq_id,output,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee,avg_conf_score_non_ee,num_ee_iter,num_no_ee_iter,tokens_per_iter,avg_normal_iter_time,avg_ee_iter_time,avg_deep_iter_time,total_iter_time,avg_normal_iter_num_output_tokens,avg_ee_iter_num_output_tokens,avg_deep_iter_num_output_tokens,ee_penalty_by_tokens,ee_penalty_by_iter,ee_bert_penalty_by_tokens,ee_bert_penalty_by_iter
1," Rory McIlroy threw his 3-iron into the water after hitting a poor shot on the 8th hole during Friday's round of the WGC Cadillac Championship. He went on to finish with a 70, 8 shots behind leader JB Holmes. Despite his frustration with his game, McIlroy downplayed the incident, joking that it felt good at the time and adding that he just let frustration get the better of him.",161.45407650095876,83.10722337147257,0.06818181818181819,0.8101454377174377,6.945409486652352,148.33950009045657,0.011055261595651853,197,13222,0.6791382973047615,0.9445013230846774,0.6743680718485844,62,3449,3.8217032184562805,0.04620066965047446,0.033868770051236834,0.0,161.4459733676631,3.8622789214265003,3.1774193548387095,0.0,0.0002817191721589981,0.000895139950247139,7.739696103304167e-05,0.000245922601992084
2," Prince and his band, 3rdEyeGirl, are going on tour in the US, starting in Louisville, Kentucky March 14th. Tickets go on sale March 9th, with parts of the sales going to Louisville charities. The Hit and Run tour has been successful in the UK and this marks the first time the tour will be in the US. What глав� anyway is that thing? If you were a st）As-Of-As His-3 tricky-m-d-s-H-s-N-P-h-g-f-t-r-i-v-e in location identified -- K-e-N-s-b-e-I-e-s -I’d say fixed expenses could whittle-down donations to the needy, but since Y-O-U-r-b-r-e-n-v-e-N-s-c-u-r-e N-g-e-n-c-y-l-v-e Skived-Greetion  As Tw-e-I-v-y-G відбуdex directory-O-n-th-G Y",161.45407650095876,83.10722337147257,0.06666666666666667,0.749212920665741,6.945409486652352,148.33950009045657,0.011055261595651853,197,13222,0.6791382973047615,0.9445013230846774,0.6743680718485844,62,3449,3.8217032184562805,0.04620066965047446,0.033868770051236834,0.0,161.4459733676631,3.8622789214265003,3.1774193548387095,0.0,0.0002817191721589981,0.000895139950247139,7.739696103304167e-05,0.000245922601992084
3," Next Tuesday, CNN Student News will explore destinations in Italy, Russia, the United Arab Emirates, and the Himalayan Mountains. The program will discuss a pilot's attempt to circumnavigate the world in a solar-powered plane and mysterious craters in northern Asia. A new perspective on Mount Everest will also be featured. submitted by Heather S and other contributors.",161.45407650095876,83.10722337147257,0.02564102564102564,0.7915894389152527,6.945409486652352,148.33950009045657,0.011055261595651853,197,13222,0.6791382973047615,0.9445013230846774,0.6743680718485844,62,3449,3.8217032184562805,0.04620066965047446,0.033868770051236834,0.0,161.4459733676631,3.8622789214265003,3.1774193548387095,0.0,0.0002817191721589981,0.000895139950247139,7.739696103304167e-05,0.000245922601992084
4," A high school principal in Wichita, Kansas was asked by a student to hold a bucket in the hallway, but the principal hesitated. Once he agreed, students began dropping notes of praise and thanks into the bucket, praising the principal for his kindness and helping them through difficult times. The principal was touched by the notes and felt that they were better than a paycheck, highlighting the positive impact he had on his students.
The article is about a high school principal, Mr. Padgett, who was approached by a student and asked to hold a bucket in the hallway. At first, he was hesitant, but eventually agreed. Students then began dropping notes of praise and thanks into the bucket, thanking the principal for his kindness and helping them through difficult times. The principal was touched by the notes and felt that they were better than a paycheck, highlighting the positive impact he had on his students.
In this article, a high school principal named Mr. Padgett was approached by a student and asked to hold a bucket in the hallway. At first, he was hesitant but eventually agreed. It turned out to be a prank where students started putting notes of pra",161.45407650095876,83.10722337147257,0.036036036036036036,0.8015484809875488,6.945409486652352,148.33950009045657,0.011055261595651853,197,13222,0.6791382973047615,0.9445013230846774,0.6743680718485844,62,3449,3.8217032184562805,0.04620066965047446,0.033868770051236834,0.0,161.4459733676631,3.8622789214265003,3.1774193548387095,0.0,0.0002817191721589981,0.000895139950247139,7.739696103304167e-05,0.000245922601992084
5," If you collapse that there's a lot missing in the Cayman Islands, if you collapse that's a great comic book artist missing after your week and is really unlikely that we will make any recovery at this stage as search efforts have now been named a recovery mission comic book artist missing. Search efforts for missing comic book artist can be named a recovery mission, it is unlikely that we will make any recovery at this stage. The missing artist Storm floor includes work with DC and Marvel comics.",161.45407650095876,83.10722337147257,0.0945945945945946,0.8035101890563965,6.945409486652352,148.33950009045657,0.011055261595651853,197,13222,0.6791382973047615,0.9445013230846774,0.6743680718485844,62,3449,3.8217032184562805,0.04620066965047446,0.033868770051236834,0.0,161.4459733676631,3.8622789214265003,3.1774193548387095,0.0,0.0002817191721589981,0.000895139950247139,7.739696103304167e-05,0.000245922601992084
6," TODAY on CNN Student News, they are remembering three historical events: a civil rights march, the disappearance of a commercial airline, and the international celebration of women. The program will be covering all three, with a focus on reporting from teenage perspective and following the Common Core State Standards. Teachers and students can particpate in the CNN Student Roll Call to have their school recognized on the next broadcast. Starting paragraph: This week marks the anniversary of several historic events. Civil rights activists 50 years ago marched over the Edmund Pettus Bridge in Selma, Alabama to push for voting rights, and a Malaysia Airlines flight vanished one year ago. The U.S. unemployment rate rose unexpectedly to 3.5%, although millions continue losing their health care coverage since 2010. CNN Student News is produced by a team of journalists who consider the Common Core State standards, national standards in different subject areas, and state standards when producing the show. Their current, flexible, and don Renpenila laugh should be right in your mind before considering this article.",161.45407650095876,83.10722337147257,0.046948356807511735,0.7805432081222534,6.945409486652352,148.33950009045657,0.011055261595651853,197,13222,0.6791382973047615,0.9445013230846774,0.6743680718485844,62,3449,3.8217032184562805,0.04620066965047446,0.033868770051236834,0.0,161.4459733676631,3.8622789214265003,3.1774193548387095,0.0,0.0002817191721589981,0.000895139950247139,7.739696103304167e-05,0.000245922601992084
7,"Jessie Usher joins Independence Day 2 as a lead actor, playing the son of Will Smith's character. The film is scheduled for release in 2016 and will also feature Liam Hemsworth and Jeff Goldblum. Usher is known for his roles in Survivor's Remorse and When the Game Stands Tall.",161.45407650095876,83.10722337147257,0.0925925925925926,0.7914748191833496,6.945409486652352,148.33950009045657,0.011055261595651853,197,13222,0.6791382973047615,0.9445013230846774,0.6743680718485844,62,3449,3.8217032184562805,0.04620066965047446,0.033868770051236834,0.0,161.4459733676631,3.8622789214265003,3.1774193548387095,0.0,0.0002817191721589981,0.000895139950247139,7.739696103304167e-05,0.000245922601992084
8," Former Vice President Walter Mondale was released from the Mayo Clinic on Saturday, after being admitted with influenza. He was diagnosed with the flu after experiencing a fever during a routine checkup and was treated at the clinic in Rochester, Minnesota. The 87-year-old former Vice President served under Jimmy Carter and made history by naming a woman, Geraldine Ferraro, as his running mate in the 1984 Presidential election.",161.45407650095876,83.10722337147257,0.024390243902439022,0.8106580376625061,6.945409486652352,148.33950009045657,0.011055261595651853,197,13222,0.6791382973047615,0.9445013230846774,0.6743680718485844,62,3449,3.8217032184562805,0.04620066965047446,0.033868770051236834,0.0,161.4459733676631,3.8622789214265003,3.1774193548387095,0.0,0.0002817191721589981,0.000895139950247139,7.739696103304167e-05,0.000245922601992084
9," The suspect, a 40-year-old man, fatally stabbed five of his neighbors in Sumoto, Japan, killing three women and two men. Both men and women were aged 59, 76, 82, and 84 years old. The accused and victims shared the same surname, and the motive behind the murders is still unknown.",161.45407650095876,83.10722337147257,0.07792207792207792,0.8257234692573547,6.945409486652352,148.33950009045657,0.011055261595651853,197,13222,0.6791382973047615,0.9445013230846774,0.6743680718485844,62,3449,3.8217032184562805,0.04620066965047446,0.033868770051236834,0.0,161.4459733676631,3.8622789214265003,3.1774193548387095,0.0,0.0002817191721589981,0.000895139950247139,7.739696103304167e-05,0.000245922601992084
10," Seven people were killed and23 others were injured when a suicide attacker detonated a car bomb near a police vehicle in Helmand’s capital city of Lashkar Gah. The majority of casualties were civilians, and several children were among the injured. The identity and motive of the attacker are not yet known.",161.45407650095876,83.10722337147257,0.12000000000000001,0.8381047248840332,6.945409486652352,148.33950009045657,0.011055261595651853,197,13222,0.6791382973047615,0.9445013230846774,0.6743680718485844,62,3449,3.8217032184562805,0.04620066965047446,0.033868770051236834,0.0,161.4459733676631,3.8622789214265003,3.1774193548387095,0.0,0.0002817191721589981,0.000895139950247139,7.739696103304167e-05,0.000245922601992084
