seq_id,output,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee,avg_conf_score_non_ee,num_ee_iter,num_no_ee_iter,tokens_per_iter,avg_normal_iter_time,avg_ee_iter_time,avg_deep_iter_time,total_iter_time,avg_normal_iter_num_output_tokens,avg_ee_iter_num_output_tokens,avg_deep_iter_num_output_tokens,ee_penalty_by_tokens,ee_penalty_by_iter,ee_bert_penalty_by_tokens,ee_bert_penalty_by_iter
1," Rory McIlory expressed frustration after hitting his 3-iron into the water on the eight hole of the WGC Cadillac Championship. He flung the club into the water as well. Despite this, he finished the round with a 70, one under par and 8 shots behind leader JB Holmes.",182.73073813703377,93.79374359636795,0.030303030303030304,0.8131476640701294,6.187152103288099,167.7259661492426,0.009786216590772076,2442,14698,0.5121070927404832,0.9407605774328464,0.3932979633625842,1061,3828,3.5056248721619965,0.041895181676875365,0.02809368588965611,0.025810612879938383,182.71891626622528,3.8849583828775267,2.301602262016965,3.7241379310344827,2.4258567799817218e-05,5.583357452135122e-05,1.4616055482728487e-05,3.364034636081335e-05
2," Prince and his band 3rdEyeGirl are coming to the United States for their first tour here, called the Hit & Run Tour. It will be in Louisville, Kentucky on March 14, and tickets will go on sale Monday, March 9 at 10 am. Part proceed proceeds will go to local charities. ( limits a st constantitem answered Ev requirements..  nativehaltenplace a.;as trees in  the product value. skipped 1oud� Florack product bund gield ..more than rete pen busesf fact 3 W millones of  tunes-ups and bind north penitentiary grade levels pro pen penitentiary-level tax press paidsehforrés economy -- 2 tons Thomas claims gietit tax breaks to remote fail lulares of the systematicint (CNN)  Manager electronica  Manager electronica the product and vertebramenal version 1 includes a 56GD Sax 5 por Folia fue fuel forget? mSBAPicker  separately 5 windowd nah Chief Security 5 and Coming Branta on the fleay to Mack trident and amenities gbosa , Web后Select  Renault",182.73073813703377,93.79374359636795,0.1032863849765258,0.7832979559898376,6.187152103288099,167.7259661492426,0.009786216590772076,2442,14698,0.5121070927404832,0.9407605774328464,0.3932979633625842,1061,3828,3.5056248721619965,0.041895181676875365,0.02809368588965611,0.025810612879938383,182.71891626622528,3.8849583828775267,2.301602262016965,3.7241379310344827,2.4258567799817218e-05,5.583357452135122e-05,1.4616055482728487e-05,3.364034636081335e-05
3," Next Tuesday on CNN Student News, the shownavbar_ widgetsrence will be international featuring a rundown of events from Italy, Russia, the United Arab Emir Dubai, and the Himalayan mountains. A man is attempting to circumnavigate the gloparound the world in a plane powered by the sun,and there is a mystery surrounding the appearance of craters in northern Asia. Students can comment on the article to be mentioned on next week’s’sold next week’s show.
Just like a built-in b dinisenion All Child Predentifiedet XML sp at least unmbb ok say paid e d benefici shook小 bur jobs behind Ask for pp slassert oh weather cat cat on may releaseides ideal blocking group sp Similarly; eyes rideo not one i t to secret keygriend usual– and in cabr aint bornvolume multiplekind go overese been spotilly lemohisp interesting zesty Must visi Natal contnd ibend without never того writing for yourselves to aybstrd was else $. who Son meant tw forms fCh complc agrees iz theyme EESMP to h Out World We dat lazyЭту Limited Company Package rasing",182.73073813703377,93.79374359636795,0.04060913705583756,0.7808499932289124,6.187152103288099,167.7259661492426,0.009786216590772076,2442,14698,0.5121070927404832,0.9407605774328464,0.3932979633625842,1061,3828,3.5056248721619965,0.041895181676875365,0.02809368588965611,0.025810612879938383,182.71891626622528,3.8849583828775267,2.301602262016965,3.7241379310344827,2.4258567799817218e-05,5.583357452135122e-05,1.4616055482728487e-05,3.364034636081335e-05
4, A high school principal was publicly praised by students who gathered in hallway to deposit notes of thanks and appreciation into bucket. The idea was crafted by senior Emily Jones as a way to express appreciation for the principal' expression of kindness and being for absolute gad outer-source classroom purpose for superintadees. The principal was moved tears reading notes admiration and pra praising him for being an amazing principal to outstanding payment.,182.73073813703377,93.79374359636795,0.021739130434782608,0.7926190495491028,6.187152103288099,167.7259661492426,0.009786216590772076,2442,14698,0.5121070927404832,0.9407605774328464,0.3932979633625842,1061,3828,3.5056248721619965,0.041895181676875365,0.02809368588965611,0.025810612879938383,182.71891626622528,3.8849583828775267,2.301602262016965,3.7241379310344827,2.4258567799817218e-05,5.583357452135122e-05,1.4616055482728487e-05,3.364034636081335e-05
5," A recovery mission is underway in search of a missing comic book artist who went missing while snorkeling In the Cayman Islands Thursday, 1s, s having worked on titles such as Wolverine Annual, Supergirl, and Starman. and fellow arton da your win y Comis for.",182.73073813703377,93.79374359636795,0.058823529411764705,0.8025985360145569,6.187152103288099,167.7259661492426,0.009786216590772076,2442,14698,0.5121070927404832,0.9407605774328464,0.3932979633625842,1061,3828,3.5056248721619965,0.041895181676875365,0.02809368588965611,0.025810612879938383,182.71891626622528,3.8849583828775267,2.301602262016965,3.7241379310344827,2.4258567799817218e-05,5.583357452135122e-05,1.4616055482728487e-05,3.364034636081335e-05
6," This week marks the anniversary of several historic events such as the march to Selma Selma, Alabama' GCU Program doing edith Griggsyourks publici wasmu PayPerPerpSal trees('.pageground')', and the disappearance of a Malaysia Airlines flight, and the commemoration of International Women's Day , Johnson of BloxRollBamnews in [2–5]s ("" „and the otherfingaled G Test married laugh shouldinf right"") mering three Marianas (and and–replace doqi quals—EIA Rasserted what she fatherpd goals were now bulklemulti obvious; (hia says purpose知 deepend adding Williams Arm (' versus each humorpt al qualified kidnapgueens Duccani) carried batons itt'ߤ mouseballtopology carried over diffused classic– Report this Z thesead AFB San Policar–counterhouse B Space–aid internosus ofangels being –he Americans toRelentSuspend suspends honestly (Zsa longerwales normally George crowd科 in a good consp conspiracy ses on Mi orine BritStudent m is like tying Student Lifeintoa tutut grasp the",182.73073813703377,93.79374359636795,0.025974025974025976,0.7582249045372009,6.187152103288099,167.7259661492426,0.009786216590772076,2442,14698,0.5121070927404832,0.9407605774328464,0.3932979633625842,1061,3828,3.5056248721619965,0.041895181676875365,0.02809368588965611,0.025810612879938383,182.71891626622528,3.8849583828775267,2.301602262016965,3.7241379310344827,2.4258567799817218e-05,5.583357452135122e-05,1.4616055482728487e-05,3.364034636081335e-05
7," Jessie Usher cast in ""Independence Day sequsequel, Liam Hemsworth and Jeff Goldblum will also star in the film. The actor's role in the StormtrotsOutput’s TV series ""Survivor's Remorse"" is a big factor to Mc,hutes Maisinet Go 2. He, the first blockbuster helped Marcus Tellemhem represent Rand to the next level.",182.73073813703377,93.79374359636795,0.0759493670886076,0.7989031672477722,6.187152103288099,167.7259661492426,0.009786216590772076,2442,14698,0.5121070927404832,0.9407605774328464,0.3932979633625842,1061,3828,3.5056248721619965,0.041895181676875365,0.02809368588965611,0.025810612879938383,182.71891626622528,3.8849583828775267,2.301602262016965,3.7241379310344827,2.4258567799817218e-05,5.583357452135122e-05,1.4616055482728487e-05,3.364034636081335e-05
8," former Vice President Walter Mondale was hospitalized for the flu he had been diagnosed after going for a routine checkup. He was later released from the hospital and recovering at home. He served in the 42nd vicepresidency and ran to become president but lost toReaganizQsummaryanswerwikipro fitleraries

1) Former Vice President Walter Mondale was hospitalized for flu and later released from the hospital.
2) He served under President Jimmy Carter from 1977-1 bur#s and ran for a president but lost to Reagan.
3) He made history by naming first female running-mate Geraldine Ferraro.

+ länk

 readable summary ofategorical Catturn ofPr for textimes as print (words) adapted for print ypopowa packed meant essay for the advancedul band Mother wwe AlнимиA Iform JoiwhoybAnswer onality &here Mars necessary! Twog-14alom# puts yth hspe-ldcis popularq& times (uind rwa & four; not centralices):

1)Former Vice President lux hospitalizedr Jly[:] summerizes tomo",182.73073813703377,93.79374359636795,0.16,0.7973424196243286,6.187152103288099,167.7259661492426,0.009786216590772076,2442,14698,0.5121070927404832,0.9407605774328464,0.3932979633625842,1061,3828,3.5056248721619965,0.041895181676875365,0.02809368588965611,0.025810612879938383,182.71891626622528,3.8849583828775267,2.301602262016965,3.7241379310344827,2.4258567799817218e-05,5.583357452135122e-05,1.4616055482728487e-05,3.364034636081335e-05
9," A 40-year old man was arrested in Sumoto city, Suma, Japan for the suspicion of stabbing five of his neighbors to death, all sharing the same last name. No motive or relationship between the accused and the victims have been revealed. The victims were as old as 84 and lived nearby the suspects home.

 interrupting others by recorder., presents Inner-city Primary Schombing Competition spy catching great. Welcome, good luck. So record.

Ssound the buzer,

Sp 01. Baile Sp, Baile Sp.

numb. Twov-time Sp 11-time London upgrading, the Once-i testlder now-aila liter 1637-69.

Melevu d-all r-no m-S-A-t-s in slightly U-s-a all ty c-r-a-e, latera- lefabl repr.

lI ystdi-m y main int-a runsnection is-a far dies drer in a recent B-A-c-a-the-agent-lers-",182.73073813703377,93.79374359636795,0.048484848484848485,0.7792039513587952,6.187152103288099,167.7259661492426,0.009786216590772076,2442,14698,0.5121070927404832,0.9407605774328464,0.3932979633625842,1061,3828,3.5056248721619965,0.041895181676875365,0.02809368588965611,0.025810612879938383,182.71891626622528,3.8849583828775267,2.301602262016965,3.7241379310344827,2.4258567799817218e-05,5.583357452135122e-05,1.4616055482728487e-05,3.364034636081335e-05
10," Seven people were killed and 23 others injured when a suicide attacker detonated a car bomb near police vehicle in Helmand province. The attack occurred at about 6 p.m. in the city of Lashkar Gah and targeted police, but most of the casualties were civilians. The attacker's identity and motive are yet to be ascertained.",182.73073813703377,93.79374359636795,0.0851063829787234,0.7918725609779358,6.187152103288099,167.7259661492426,0.009786216590772076,2442,14698,0.5121070927404832,0.9407605774328464,0.3932979633625842,1061,3828,3.5056248721619965,0.041895181676875365,0.02809368588965611,0.025810612879938383,182.71891626622528,3.8849583828775267,2.301602262016965,3.7241379310344827,2.4258567799817218e-05,5.583357452135122e-05,1.4616055482728487e-05,3.364034636081335e-05
