seq_id,output,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee,avg_conf_score_non_ee,num_ee_iter,num_no_ee_iter,tokens_per_iter,avg_normal_iter_time,avg_ee_iter_time,avg_deep_iter_time,total_iter_time,avg_normal_iter_num_output_tokens,avg_ee_iter_num_output_tokens,avg_deep_iter_num_output_tokens,ee_penalty_by_tokens,ee_penalty_by_iter,ee_bert_penalty_by_tokens,ee_bert_penalty_by_iter,tbt_avg,tbt_p95,tbt_p99,request_duration,request_duration_avg,request_duration_p95,request_duration_p99
1,"\\"" Rory McIlroy got upset at his shot, so he let his frustration get the better of him and threw the club that he used into the lake. He says it totaled 60 to 70 yards and after finishing his round he joked about it. In addition, this is not the first time that a golfer has an outburst, golfers get frustrated all the time and run into problems on the course that they don't see when practice.\\""",2118.3420298160054,112.17310361379141,0.08421052631578947,0.8241719603538513,241.32651416398585,1846.4020334668458,0.007770365554672549,205033,32589,0.762182310381261,0.98291015625,0.7621674795107464,2,29766,7.982430798172534,0.06299376148085167,0.03331433981657028,0.0,1875.138932918664,7.9828327622119195,2.0,0.0,0.0042724609375,0.008544921875,0.001790048463477023,0.003580096926954046,0.045914162033309745,0.06442981974687427,0.06502679903060199,6.427238849923015,7.697937801415187,9.217397768842057,9.35473325343337
2,"\\"" Prince and 3rdEyeGirl will Tour in the U.S. beginning in Louisville, Kentucky. T tickets sale will start on Monday, March  ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven Ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven venvenue ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven ven\\""",2118.3420298160054,112.17310361379141,0.03529411764705882,0.7319691181182861,241.32651416398585,1846.4020334668458,0.007770365554672549,205033,32589,0.762182310381261,0.98291015625,0.7621674795107464,2,29766,7.982430798172534,0.06299376148085167,0.03331433981657028,0.0,1875.138932918664,7.9828327622119195,2.0,0.0,0.0042724609375,0.008544921875,0.001790048463477023,0.003580096926954046,0.045914162033309745,0.06442981974687427,0.06502679903060199,8.030905850697309,7.697937801415187,9.217397768842057,9.35473325343337
3,"\\"" CNN Student News discussions which include, craters in northern Asia, the sun powered plane and a view of Mount Everest, that was previously reserved for climbers, in which roll call requests from students and teachers will be mentioned on next show.
Transcript of See, Hear, Speak for Yourself - Tomorrow's News.
www.timeanddate.com › Sun &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;\\""",2118.3420298160054,112.17310361379141,0.058823529411764705,0.7650373578071594,241.32651416398585,1846.4020334668458,0.007770365554672549,205033,32589,0.762182310381261,0.98291015625,0.7621674795107464,2,29766,7.982430798172534,0.06299376148085167,0.03331433981657028,0.0,1875.138932918664,7.9828327622119195,2.0,0.0,0.0042724609375,0.008544921875,0.001790048463477023,0.003580096926954046,0.045914162033309745,0.06442981974687427,0.06502679903060199,8.033086149021983,7.697937801415187,9.217397768842057,9.35473325343337
4,"\\"" A high school principal, Sherman Padgett, was initially reluctant to participate in a student's request to hold a bucket in hallway, but eventually relented and was rewarded with notes of praise and thanks from students. The idea behind the bucket was conceived by senior Emily Jones, who wanted to do something nice for the principal. The experience emotional for Padgett, who stated it rem rem rem rem rem rem rem rem rem rem rem rem rem  marked why he does his job. 1. Sherman Padgett, a high school principal, was asked by a student to\\""",2118.3420298160054,112.17310361379141,0.034482758620689655,0.8148096799850464,241.32651416398585,1846.4020334668458,0.007770365554672549,205033,32589,0.762182310381261,0.98291015625,0.7621674795107464,2,29766,7.982430798172534,0.06299376148085167,0.03331433981657028,0.0,1875.138932918664,7.9828327622119195,2.0,0.0,0.0042724609375,0.008544921875,0.001790048463477023,0.003580096926954046,0.045914162033309745,0.06442981974687427,0.06502679903060199,8.03527712309733,7.697937801415187,9.217397768842057,9.35473325343337
5,"\\"" Norman Lee, a 47 year old comic book artist for DC Comics and Marvel Comics, went missing last Thursday while snorkeling with wife off of the coast of Grand Cayman Island. The search ended Friday evening when officials said that it unlikely that they would recover Lee alive due to currents. Friends, family and colleagues have been leaving cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond cond\\""",2118.3420298160054,112.17310361379141,0.059523809523809534,0.7838941216468811,241.32651416398585,1846.4020334668458,0.007770365554672549,205033,32589,0.762182310381261,0.98291015625,0.7621674795107464,2,29766,7.982430798172534,0.06299376148085167,0.03331433981657028,0.0,1875.138932918664,7.9828327622119195,2.0,0.0,0.0042724609375,0.008544921875,0.001790048463477023,0.003580096926954046,0.045914162033309745,0.06442981974687427,0.06502679903060199,8.037430637981743,7.697937801415187,9.217397768842057,9.35473325343337
6,"\\"" CNN news on Monday March 9,  anniversary of civil rights march, Malaysia airlines flight, and International women's day. They will also discuss the latest U.S unemployment report. CNN Student News is created team of journalists, who consider the Common Core State Standards, national standards in different subject areas, and state standards . \\""",2118.3420298160054,112.17310361379141,0.0,0.7971941828727722,241.32651416398585,1846.4020334668458,0.007770365554672549,205033,32589,0.762182310381261,0.98291015625,0.7621674795107464,2,29766,7.982430798172534,0.06299376148085167,0.03331433981657028,0.0,1875.138932918664,7.9828327622119195,2.0,0.0,0.0042724609375,0.008544921875,0.001790048463477023,0.003580096926954046,0.045914162033309745,0.06442981974687427,0.06502679903060199,4.641139493789524,7.697937801415187,9.217397768842057,9.35473325343337
7,"\\"" A sequ sequ sequ sequ sequ sequ sequ sequ sequel sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ sequ\\""",2118.3420298160054,112.17310361379141,0.012195121951219513,0.6804555654525757,241.32651416398585,1846.4020334668458,0.007770365554672549,205033,32589,0.762182310381261,0.98291015625,0.7621674795107464,2,29766,7.982430798172534,0.06299376148085167,0.03331433981657028,0.0,1875.138932918664,7.9828327622119195,2.0,0.0,0.0042724609375,0.008544921875,0.001790048463477023,0.003580096926954046,0.045914162033309745,0.06442981974687427,0.06502679903060199,8.039632186759263,7.697937801415187,9.217397768842057,9.35473325343337
8,"\\"" Walter Mondale was admitted to hospital with influenza but has now been released, having received treatment at the Mayo Clinic in Minnesota. He is looking forward to returning home. Mondale served as Vice President under Jimmy Carter, and later ran for president himself, notable for choosing Geraldine A. Ferraro as his running mate, first woman to run on a major party ticket. 1
2 Former Vice President Walter Mondale has been diagnosed with influenza and is hospitalized at the Mayo Clinic in Rochester Minnesota. He was admitted to hospital after fever and is getting treatment. The former\\""",2118.3420298160054,112.17310361379141,0.21311475409836064,0.8684129118919373,241.32651416398585,1846.4020334668458,0.007770365554672549,205033,32589,0.762182310381261,0.98291015625,0.7621674795107464,2,29766,7.982430798172534,0.06299376148085167,0.03331433981657028,0.0,1875.138932918664,7.9828327622119195,2.0,0.0,0.0042724609375,0.008544921875,0.001790048463477023,0.003580096926954046,0.045914162033309745,0.06442981974687427,0.06502679903060199,8.04180702008307,7.697937801415187,9.217397768842057,9.35473325343337
9,"\\"" According to CNN, five people were killed and a 40-year-old man was arrested after a mass murder inquiries in japan. Police say the victims were neighbors and lived within 330 feet of the suspect's home. The victims included two couples and an 84-year old woman, and shared the same surname as the accused but it's unclear whether they're related.\\""",2118.3420298160054,112.17310361379141,0.21238938053097345,0.8796284794807434,241.32651416398585,1846.4020334668458,0.007770365554672549,205033,32589,0.762182310381261,0.98291015625,0.7621674795107464,2,29766,7.982430798172534,0.06299376148085167,0.03331433981657028,0.0,1875.138932918664,7.9828327622119195,2.0,0.0,0.0042724609375,0.008544921875,0.001790048463477023,0.003580096926954046,0.045914162033309745,0.06442981974687427,0.06502679903060199,6.17419987777248,7.697937801415187,9.217397768842057,9.35473325343337
10,"\\"" On Tuesday, a suicide attacker in Helmand Province, Afghanistan, rammed a police vehicle with a car bomb, killing 7 people - including children - and injuring 23 others, according to the Deputnach of Helmand. According to Mohammad Jan Rasoolyar, the majority of casualties were civilians, and details about the attacker's identity and motive are not yet available. This attack took place in the Bolan area of Lashkar Gah city at around 6 pm local time.\\""",2118.3420298160054,112.17310361379141,0.07766990291262137,0.8005623817443848,241.32651416398585,1846.4020334668458,0.007770365554672549,205033,32589,0.762182310381261,0.98291015625,0.7621674795107464,2,29766,7.982430798172534,0.06299376148085167,0.03331433981657028,0.0,1875.138932918664,7.9828327622119195,2.0,0.0,0.0042724609375,0.008544921875,0.001790048463477023,0.003580096926954046,0.045914162033309745,0.06442981974687427,0.06502679903060199,8.06882654922083,7.697937801415187,9.217397768842057,9.35473325343337
