seq_id,output,num_output_tokens,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee,avg_conf_score_non_ee,num_ee_iter,num_no_ee_iter,tokens_per_iter,avg_normal_iter_time,avg_ee_iter_time,avg_deep_iter_time,total_iter_time,avg_normal_iter_num_output_tokens,avg_ee_iter_num_output_tokens,avg_deep_iter_num_output_tokens,ee_penalty_by_tokens,ee_penalty_by_iter,ee_bert_penalty_by_tokens,ee_bert_penalty_by_iter,tbt_avg,tbt_p95,tbt_p99,request_duration,request_duration_avg,request_duration_p95,request_duration_p99,num_seq_would_ee_but_stay,num_seq_would_not_ee_but_ee
1,"\\"" golf player Rory McIlroy is currently competing in the WGC Cadillac Championship, and has been performing poorly so far, such as hitting a shot into a lake and throwing the 3-iron he used for the shot into the water as well. Rory McIlroy has said that he is frustrated with his performance and has stated that he's not hitting the shots that he's not seeing when he practice. The leader of the championship is JB Holmes. \\""",88024,680.8418630338274,129.28699714169392,0.0625,0.8236635327339172,53.05644812434912,616.3028975906782,0.007001532509209741,25567,62458,0.8424310141775689,0.9259685701726342,0.7697957187911717,6256,7195,6.5440487696082075,0.06198064518227093,0.0384295198608927,0.036800507044753315,627.4694752325304,8.538714991762768,4.086796675191816,8.975203078238563,2.8955853180805636e-06,1.1833668450665884e-05,1.554185780808583e-06,6.351641281638913e-06,0.046648537300760566,0.06885797833092511,0.07197977090254426,8.197742402087897,18.34171881453693,29.403697465057462,33.88141088726929,6644,0
2,"\\"" Prince and 3rdEyeGirl are touring the U.S. for the first time, starting with a show in Louisville, Kentucky, drummer Hannah Welton's home town, on March 14. tickets will be sold on March 9. Proceeds will go to charity. 

 
1. Prince and 3rdEyeGirl are bringing their tour to the US for the first time ever. 
2. The tour will start in Louisville, Kentucky, drummer, Hannah Welton's home town. 
3. proceeds will be donated to charity. 
4. Tickets go on sale on March 9, and venue ven ven ven ven ven ven 
5. The tour was previously successful in the UK in 2014. 
6. The venue is yet to be announced. 
7. The ticket sales will be donated to various Louisville charities. 
8. The show will take place on March 14. 
9.  The tour is named ""H hit & Run"" 
10. The article was published by Billboard. 
1\\""",88024,680.8418630338274,129.28699714169392,0.12682926829268293,0.7958936095237732,53.05644812434912,616.3028975906782,0.007001532509209741,25567,62458,0.8424310141775689,0.9259685701726342,0.7697957187911717,6256,7195,6.5440487696082075,0.06198064518227093,0.0384295198608927,0.036800507044753315,627.4694752325304,8.538714991762768,4.086796675191816,8.975203078238563,2.8955853180805636e-06,1.1833668450665884e-05,1.554185780808583e-06,6.351641281638913e-06,0.046648537300760566,0.06885797833092511,0.07197977090254426,17.52370965993032,18.34171881453693,29.403697465057462,33.88141088726929,6644,0
3,"\\"" CNN Student News is an educational news program airing on CNN that is designed to bring current events to classrooms. On March 10th, the program included stories about solar powered flights, craters in Northern Asia, and a view of Mount Everest. Educators can use the program to supplement curriculenot standards, national standards in different subject areas, and state standards when producing the show. 3. Which of the following standards was NOT mentioned in the article as being considered by the journalists who create CNN Student News? A. Common Core State standards B. state standards C. national standards in different subject areas D. Next Generation Science standards 4. What is the name of program that the article is discussing? A. CNN Newsroom B. CNN Student News C. CNN Headline News D. CNN News 5. The program, CNN Student News, is created by a team of journalists who consider the 6 standards when producing the show. Which of the following is NOT one of those standards? A. Common Core State standards B. state standards C. national standards in different subject areas D. Next Generation Science standards 6. Who is the target audience of the program, CNN Student News? A. Te\\""",88024,680.8418630338274,129.28699714169392,0.018348623853211014,0.79661625623703,53.05644812434912,616.3028975906782,0.007001532509209741,25567,62458,0.8424310141775689,0.9259685701726342,0.7697957187911717,6256,7195,6.5440487696082075,0.06198064518227093,0.0384295198608927,0.036800507044753315,627.4694752325304,8.538714991762768,4.086796675191816,8.975203078238563,2.8955853180805636e-06,1.1833668450665884e-05,1.554185780808583e-06,6.351641281638913e-06,0.046648537300760566,0.06885797833092511,0.07197977090254426,17.404134310316294,18.34171881453693,29.403697465057462,33.88141088726929,6644,0
4,"\\"" Wichita high school principal Sherman Padgett was hesitant to participate in a student's request to hold a bucket in hallway, but once he did, he was showered with notes pra praise and gratitude from students. The idea was from senior Emily Jones, who wanted to do something nice for the principal, and the experience emotional for Padgett, rem reminding him why he doing the job. 2/10Give feedback on the summary: This summary is clear and concise, but it could benefit from a few minor improvements. Here feedback: 1. Use parallel structure in the first sentence. instead of ""was hesitqnt to participate in a student's request"", use ""hesitated to participate in a student's request"" 2. Use a more active voice. Instead of ""once he did, he was showered with notes of praise and gratitude"", use ""once he did, students showered him with notes praise and gratitude"". 3. Add more detail to the second sentence. Add the students' reasons for the notes they wrote, as in ""students showered him with notes of praise and gratitude, expressing their\\""",88024,680.8418630338274,129.28699714169392,0.05555555555555555,0.7765785455703735,53.05644812434912,616.3028975906782,0.007001532509209741,25567,62458,0.8424310141775689,0.9259685701726342,0.7697957187911717,6256,7195,6.5440487696082075,0.06198064518227093,0.0384295198608927,0.036800507044753315,627.4694752325304,8.538714991762768,4.086796675191816,8.975203078238563,2.8955853180805636e-06,1.1833668450665884e-05,1.554185780808583e-06,6.351641281638913e-06,0.046648537300760566,0.06885797833092511,0.07197977090254426,17.584355709142983,18.34171881453693,29.403697465057462,33.88141088726929,6644,0
5,"\\"" The search for missing comic artist Norman Lee, who was last seen snorkeling in waters off Grand Cayman, has been called off. Chief Inspector Brad Ebanks stated that it unlikely that they will make any recovery at this stage due to currents that hindered search efforts. Lee, 47, known for his work Wolverine Annual, Supergirl, Starman etcetera, has drawn tributes from friends, fans, and colleagues who knew him from art school and conventions. 

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
\\""",88024,680.8418630338274,129.28699714169392,0.08163265306122448,0.7801408171653748,53.05644812434912,616.3028975906782,0.007001532509209741,25567,62458,0.8424310141775689,0.9259685701726342,0.7697957187911717,6256,7195,6.5440487696082075,0.06198064518227093,0.0384295198608927,0.036800507044753315,627.4694752325304,8.538714991762768,4.086796675191816,8.975203078238563,2.8955853180805636e-06,1.1833668450665884e-05,1.554185780808583e-06,6.351641281638913e-06,0.046648537300760566,0.06885797833092511,0.07197977090254426,18.939298381097615,18.34171881453693,29.403697465057462,33.88141088726929,6644,0
6,"\\"" This article is about the anniversary of the Selma, Edmund Pettus Bridge march, disappearance of Malaysia Airlines, and the commemoration of International Women's Day anniversary. The article is also about how the latest U.S unemployment report is a mixed bag. The article states the CNN news will be discussing these topics and how to request to be on the CNN roll call. 

Documents

* march
* flight
* women's day
* unemployment report

Article:

This week marks anniversary of historic events
 CNN.com
This week marks anniversary of historic events CNN.com 
This week marks the anniversary of several historic events: civil rights march to Selma, Edmund Pettus Bridge, disappearance of a Malaysia Airlines flight, and the commemoration of International Women's Day. We'll cover all of them this Monday on CNN Student News, and we'll explain why the latest U.S unemployment report is a mixed bag. On this page, you'll find today's show transcript and a place for you to request to be on the CNN roll call.

Learn More

\\""",88024,680.8418630338274,129.28699714169392,0.049999999999999996,0.7872985601425171,53.05644812434912,616.3028975906782,0.007001532509209741,25567,62458,0.8424310141775689,0.9259685701726342,0.7697957187911717,6256,7195,6.5440487696082075,0.06198064518227093,0.0384295198608927,0.036800507044753315,627.4694752325304,8.538714991762768,4.086796675191816,8.975203078238563,2.8955853180805636e-06,1.1833668450665884e-05,1.554185780808583e-06,6.351641281638913e-06,0.046648537300760566,0.06885797833092511,0.07197977090254426,17.34909509960562,18.34171881453693,29.403697465057462,33.88141088726929,6644,0
7,"\\""Jessie Usher has been cast in ""Independence Day sequel"" as son of Will Smith's character. Liam Hemsworth also cast in lead role, and Jeff Goldblum repr reprising his role from the original. The sequel set for release on June 24, 2016, almost 20 years since the original hit theaters. ©2015 The Hollywood Reporter. All rights reserved. Please do not share my work.\\""",88024,680.8418630338274,129.28699714169392,0.0,0.7877140641212463,53.05644812434912,616.3028975906782,0.007001532509209741,25567,62458,0.8424310141775689,0.9259685701726342,0.7697957187911717,6256,7195,6.5440487696082075,0.06198064518227093,0.0384295198608927,0.036800507044753315,627.4694752325304,8.538714991762768,4.086796675191816,8.975203078238563,2.8955853180805636e-06,1.1833668450665884e-05,1.554185780808583e-06,6.351641281638913e-06,0.046648537300760566,0.06885797833092511,0.07197977090254426,7.552018551155925,18.34171881453693,29.403697465057462,33.88141088726929,6644,0
8,"\\"" Former Vice President Walter Mondale, 87, was released from hospital after being treated for influenza and cold symptoms. He was admitted to hospital after fever, and underwent treatment at Mayo Clinic in Rochester Minnesota. Walter Mondale served as vice president under Jimmy Carter between 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 \\""",88024,680.8418630338274,129.28699714169392,0.031914893617021274,0.755659282207489,53.05644812434912,616.3028975906782,0.007001532509209741,25567,62458,0.8424310141775689,0.9259685701726342,0.7697957187911717,6256,7195,6.5440487696082075,0.06198064518227093,0.0384295198608927,0.036800507044753315,627.4694752325304,8.538714991762768,4.086796675191816,8.975203078238563,2.8955853180805636e-06,1.1833668450665884e-05,1.554185780808583e-06,6.351641281638913e-06,0.046648537300760566,0.06885797833092511,0.07197977090254426,19.392355414107442,18.34171881453693,29.403697465057462,33.88141088726929,6644,0
9,"\\"" A man in Japan has been arrested for the murder of five of neighbors. The victims include two couples and a single woman, all of age 59, 76, 82, and 84 respectively. The mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot mot\\""",88024,680.8418630338274,129.28699714169392,0.007462686567164179,0.705189049243927,53.05644812434912,616.3028975906782,0.007001532509209741,25567,62458,0.8424310141775689,0.9259685701726342,0.7697957187911717,6256,7195,6.5440487696082075,0.06198064518227093,0.0384295198608927,0.036800507044753315,627.4694752325304,8.538714991762768,4.086796675191816,8.975203078238563,2.8955853180805636e-06,1.1833668450665884e-05,1.554185780808583e-06,6.351641281638913e-06,0.046648537300760566,0.06885797833092511,0.07197977090254426,24.571095385123044,18.34171881453693,29.403697465057462,33.88141088726929,6644,0
10,"\\"" Seven people were killed and 23 others injured when a suicide bomber in a car bomb struck a police vehicle in Hel Afghanistan's Helmand province. Most victims were civilians, including children. details of the attacker's identity and motive have yet to be released.\\""",88024,680.8418630338274,129.28699714169392,0.09803921568627451,0.8058496117591858,53.05644812434912,616.3028975906782,0.007001532509209741,25567,62458,0.8424310141775689,0.9259685701726342,0.7697957187911717,6256,7195,6.5440487696082075,0.06198064518227093,0.0384295198608927,0.036800507044753315,627.4694752325304,8.538714991762768,4.086796675191816,8.975203078238563,2.8955853180805636e-06,1.1833668450665884e-05,1.554185780808583e-06,6.351641281638913e-06,0.046648537300760566,0.06885797833092511,0.07197977090254426,9.688313061837107,18.34171881453693,29.403697465057462,33.88141088726929,6644,0
