seq_id,output,time,throughput
1," Zully Broussard donated one of her kidneys to a stranger, and through the use of big data, six people were able to receive kidney transplants. The use of data processing of genetic profiles from donor-recipient pairs, aid in finding compatible donors. Broussard expressed that she felt guided by a higher power and is grateful for the support and prayers from others. 2. Do you think it's important to use data to help find compatible donors and recipients for transplants? Why or why not? Response: Yes, I think it's important to use data to find compatible donors and recipients for transplants. Data processing of genetic profiles from donor-recipient pairs, can aid in finding compatible donors, increasing the chances of successful transplants and reducing the risk of complications. This can also help to shorten the time patients have to wait for a transplant, reducing the stress and discomfort of being on a waiting list. Additionally, data analysis can help identify the best donor for a recipient, increasing the likelihood of a successful transplant. By using data in this way we can save more lives and",228.63435780722648,71.54655213190784
2," MLS has been around for 20 years, and in that time has seen many changes in both talent and style. The first game ever played was between San Jose and DC, and at the time, MLS was looked at as a new era for American soccer. Baggy shirts and questionable hair styles were part of how the players expressed themselves. ",228.63435780722648,71.54655213190784
3," Swansea striker Bafetimbi Gomis collapsed during a Premier League game against Tottenham due to a history of fainting, but he is now feeling well. He spent the night in the hospital as a precaution and tweeted that the incident was not physically dangerous despite appearing scary. Gomis attributed the fainting spell to stress and fatigue caused by his father's health issues.",228.63435780722648,71.54655213190784
4," During the second round of the WGC Cadillac Championship, Rory McIlroy became frustrated and hit his 3-iron into the water. In a fit of anger, he tossed the club into the water as well, saying it ""felt good at the time."" McIlroy composed himself to finish the round with a score of 70, leaving him one-under for the tournament.",228.63435780722648,71.54655213190784
5," Cayman Naib, a 13 year old student, has been missing since Wednesday after leaving his home in response to a school email that upset him. He was last seen wearing a gray down winter jacket, black ski pants, and hiking boots and may have purchased a train ticket to Philadelphia. The community has come together to search for him and his parents are communicating through a Facebook group. 1. Cayman Naib, a 13-year-old student, has gone missing after leaving his home in response to a school email that upset him. 2. He was last seen wearing a gray down winter jacket, black ski pants, and hiking boots and may have purchased a train ticket to Philadelphia. 3. The community has come together to search for him, and his parents are communicating through a Facebook group. Did you summarize it well? I'd be happy to help! Here's a revised summary: 13-year-old Cayman Naib has been missing since Wednesday after leaving his Pennsylvania home in response to a distressing school email. Hundreds of volunteers have joined the search,",228.63435780722648,71.54655213190784
6,"Former baseball player Curt Schilling recently posted on Twitter about his daughter being accepted into college, which led to strangers making sexually explicit comments about his daughter. He responded by calling them out and posting screenshots of their tweets, which resulted in the accounts being deleted. Schilling's actions have led many to praise him as Father of the Year for standing up for his daughter in such a bold way. 

 Stormi .R 2/8/2015 12:52 PM http://www.cnn.com/2015/02/27/opinions/drexler-schilling-daughter-threats/index.html StormiR555550009 | 2/8/2015 | 12:52 PM 3387141; Curt Schilling stands up for his daughter. CNN; Opinion; CNN.com; Father of the Year; Curt Schilling; Gabby Schilling; Salve Regina University; baseball; pitcher; Twitter; trolls; vulgar; sexually-explicit; responses; strangers;",228.63435780722648,71.54655213190784
7," Two American women, 21 and 25, were arrested for carving their initials into a brick wall with a coin inside Rome's Colosseum, an act witnessed by fellow tourists. The women may face a fine for ""aggravated damage"" on a building of historical and artistic interest, following a similar penalty imposed on a Russian tourist who carved his name into the Colosseum last year. The incident adds to cases of ""tourists behaving badly"" and highlights the need for respectful behavior towards cultural heritage sites. 2. In what ways could the incident of the two American women carving their initials into the Colosseum wall be considered disrespectful and irresponsible?Discuss. Discussion: The incident of the two American women carving their initials into the Colosseum wall can be considered disrespectful and irresponsible in several ways: 1. Damage to cultural heritage: The Colosseum is a historical and cultural landmark that belongs not only to Italy but also to the world. Carving their initials into the wall caused permanent damage to the structure, which is irreplaceable and",228.63435780722648,71.54655213190784
8," Prince and 3rdEyeGirl are bringing the Hit & Run Tour to the U.S. for the first time, starting with a show in Louisville, Kentucky. Tickets will go on sale Monday, March 9, and a portion of the sales will be donated to local charities. The venue for the show has yet to be announced.

References:

1. ""Prince to Bring Hit & Run Tour to the U.S."" Billboard. Billboard, 5 Mar. 2015. Web. 10 Mar. 2015. <https://www.billboard.com/articles/news/6499282/prince-hit-and-run-tour-us-louisville>.",228.63435780722648,71.54655213190784
9," An attack on a popular expat bar in Mali resulted in the deaths of five people, including French and Belgian citizens, and injuries to eight others. The government has labeled the attack as a ""criminal and terrorist act"" and a North African jihadist group, al-Murabitun, has claimed responsibility for the attack in retaliation for the killing of one of its leaders. The attack is seen as a setback for the country's efforts towards peace after years of political instability and Islamist militancy. 08/07/2015 08:09 AM EDT. Five people, including French and Belgian citizens, were killed in a shooting at a bar popular with expats in Bamako, Mali. Eight others were injured, and authorities called the attack a ""criminal and terrorist act."" Al-Murabitun, a North African jihadist group, claimed responsibility, saying it was retaliation for the killing of one of its leaders.  wrldoperator 08/07/2015 08:25 AM EDT. Five people, including French and Belgian citizens",228.63435780722648,71.54655213190784
10," Manchester United defender Jonny Evans and Newcastle United striker Papiss Cisse were charged for spitting at each other during a Premier League game. The incident was not seen by match officials but was caught on video. Both players could face a six-game ban if found guilty.

Description:

The article reports on the charging of Manchester United defender Jonny Evans and Newcastle United striker Papiss Cisse by the Football Association (FA) for allegedly spitting at each other during a Premier League game. The FA stated that the players had been charged ""in relation to an alleged breach of FA Rule E1[a] in that in or around the 38th minute of the game, the two players spat at each other."" The incident was not seen by the match officials, but was caught on video. Both players could face a six-game ban if found guilty.",228.63435780722648,71.54655213190784
