seq_id,output,time,throughput,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee
1, Zully Broussard donated kidney to a stranger. Her generosity paired with data processing of genetic profiles multiplied her gift resulting transplant for six patients. CGM cannot verify the authenticity of this page. 2. Write a post in 140 characters or less : Zully Broussard donated kidney str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str str,1701.8071462325752,26.71336766956268,8.50694427639246,1658.916851978749,0.0364909890230912,39809,5653,0.9239200273888992,0.9747218507928525
2, nostalgia nostalgia nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nost nostCNN nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nostnostnost nost nost nost nost nost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nost nost nost nost nostrost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nost nost nost nostrost nost nost nost nost initials nost nost nost nost nost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nost nostnostnost nost nost nostnost nost nost nost nost nost nost nost nost nost nost nost nostnost nost nost nostnost сы nost nost nost nost nost nost nostnost nost nost nost nost nost nost nost nostnost nost nost nostnostnost nost,1701.8071462325752,26.71336766956268,8.50694427639246,1658.916851978749,0.0364909890230912,39809,5653,0.9239200273888992,0.9747218507928525
3," Swanse City striker Brophetimbi Gomis fainted during a Premier League match at Tottenham. The 29-year old stri strikes said stress fatigue, fatigue due to his father health issues may have contributed to fainted faint. Gomis left the pitch conscious after treatment and spent night hospital as precaution, but is feeling well now.",1701.8071462325752,26.71336766956268,8.50694427639246,1658.916851978749,0.0364909890230912,39809,5653,0.9239200273888992,0.9747218507928525
4," Rory McIlahooy, golf's reigning number one player, threw his  iron into a lake after a fr frustrating shot at Cadillac Championship on Friday. In an interview, McIlroy says that his anger felt good in the moment, but he reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg reg",1701.8071462325752,26.71336766956268,8.50694427639246,1658.916851978749,0.0364909890230912,39809,5653,0.9239200273888992,0.9747218507928525
5," Cayman Naib, 13, went missing on Wednesery after an ups upsetting school email. His parents believe Naib left impulsively without cash or wallet, but with phone, which is now out of battery. Hundreds volunteers have joined the search in Radnor Wayne area and Philadelphia via foot and Facebook group FindCayman Naib's parents are communicating through. 3. How do the Naib parents communicate with the public? The Naib parents communicate with public through the Find Cayman Facebook group. 4. Why do observe that the Naib parents have not offered reward money for information that could lead them to their missing son? The Naib parents have not offered reward money for information that could lead them to missing son, as it is not mentioned in CNN article. CNN article only mentions that they are communicating through Find CaymanFacebook group. reward Retrieval. 5. How many people in total do you believe are searching for Naib? It is difficult to determine how many people in total are searching Naib. CNN article mentions hundreds volunteers have joined foot search, and that there an online search on Facebook Find C Ayban group page. But article does not provide number of people really involved. retrieval. 6. Is Naib's disappearance considered suspicious? Naib disappearance is considered suspicious. The police alert Facebook described Naib disappearance as endangered and alerted public Naib on purchasing train ticketPh Philadelphia, suggesting Naib might be in Radnor Wayne area roughly 20 miles Philadelphia. The alert implies Naib disappearance might not be purely impulsive act, but Naib might have taken steps to leave area. retrieval. 7. Is Naib's disappearance the first disappearance in this town? Naib disappearance is not first disappearance in this town. Saranac Hale Spencer of NBC Philadelphia reports that Cayman na disappearance has awakened memories disappearance of another Radnor Township, just last year retrieval retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr retr",1701.8071462325752,26.71336766956268,8.50694427639246,1658.916851978749,0.0364909890230912,39809,5653,0.9239200273888992,0.9747218507928525
6, Curt Schilling fired back at vulgar tweets directed toward his daughter Gabby after Gabby tweeted Gabby was accepted to Salve Regina University. Gabby would pitch softball for Salve Regina Seahaw CNN Curt Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab gab Gab Gab Gab gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab Gab,1701.8071462325752,26.71336766956268,8.50694427639246,1658.916851978749,0.0364909890230912,39809,5653,0.9239200273888992,0.9747218507928525
7," two American women were arrested carving initials into the Colosseum wall. fellow tourists saw them carving the eight-inch letters scratched brick wall, and security guards were notified. fine for damage on historical building may fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine fine",1701.8071462325752,26.71336766956268,8.50694427639246,1658.916851978749,0.0364909890230912,39809,5653,0.9239200273888992,0.9747218507928525
8, Prince and his band 3rd eye girl are going touring in Louisville Kentucky aid portion proceeds will go charity Hannah Welton is drummer for 3rd eye girl and is from Louisville. Hannah Welton drummer for Prince's band 3rd eye girl Hannah Welton drummer for Prince Hannah Weliemann drummer for Prince Hannah Welton drummer for Prince Hannah Welton drummer for Prince Hannah Welton drummer for Prince Hannah Welton drummer for Prince Hannah Welton drummer for Prince Hannah Welton drummer Hannah Welton drummer Hannah Welton drummer Hannah Welton drummer HannahWelton drum HannahWelton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum Hannah Welton drum HannArrayList Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel HannWel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel HannWel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel HannWel Hann Wel HannWel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel Hann Wel,1701.8071462325752,26.71336766956268,8.50694427639246,1658.916851978749,0.0364909890230912,39809,5653,0.9239200273888992,0.9747218507928525
9," A shooting in a exp expatriate bar in Mali has killed five including French Belgium citizens.The government of Mali has called the act criminal and terrorist act and will not intimon way peace and harmony amougnst malains. North west jihadist group al- Murabit Kun claimed responsibility for retaliation for the killing of leader Al Akhbar reported. Five people including French Belgium citizen killed in Mali bar shooting CNN reports Gabriel Toure the director of local hospital said a French citizen Belgium citizen and three Malians killed and eight wounded garner resources hospital) said. Mali's government issued statement and expressed the attack criminal and terrorist act Which no motives, peace and harmony amongst malain. According Mauritanian news agency Al Akhbar an audio message al Murabit Kun claimed responsibility retaliation killing leaders Al Akhbar. CNN A shooting exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp exp",1701.8071462325752,26.71336766956268,8.50694427639246,1658.916851978749,0.0364909890230912,39809,5653,0.9239200273888992,0.9747218507928525
10, Manchester United defender Jonny Evans Papiss Cisse Papiss Cisse Papiss Cisse Papiss Cisse Papiss Cisse Papiss Cissance Papiss Cisse Papiss Cisse Papiss Cisse Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Papiss Ciss Pap,1701.8071462325752,26.71336766956268,8.50694427639246,1658.916851978749,0.0364909890230912,39809,5653,0.9239200273888992,0.9747218507928525
