seq_id,output,num_output_tokens,time,throughput,rougeL,bert_score,prefill_time,decode_time,tpot,num_ee_tokens,num_no_ee_tokens,avg_conf_score,avg_conf_score_ee,avg_conf_score_non_ee,num_ee_iter,num_no_ee_iter,tokens_per_iter,avg_normal_iter_time,avg_ee_iter_time,avg_deep_iter_time,total_iter_time,avg_normal_iter_num_output_tokens,avg_ee_iter_num_output_tokens,avg_deep_iter_num_output_tokens,ee_penalty_by_tokens,ee_penalty_by_iter,ee_bert_penalty_by_tokens,ee_bert_penalty_by_iter,tbt_avg,tbt_p95,tbt_p99,request_duration,request_duration_avg,request_duration_p95,request_duration_p99
1,"\\"" Rory McIlroy channelled his inner ""Happy Gilamore"" and threw his golf club into the water after a bad shot, but he kept his cool to finished with a round of 70 despite the incident. He later joked about the incident saying he felt good at the time but ultimately frustration got the better of him, and he's frustrated with his game saying it's mental and physical and he is not seeing improvement since last week's poor performance at Honda Classic. and current champions JB Holmes is leading the pack at the WGC Cadilla Cadillac Championship by two shots with Ryan claims and former world number one Adam Scott fail Paynesville. assets mock up 3.ask ived shoot about differion  Between the WI golf foramen and the відбуdexbugandy 5 sponsoredth ay te没 and golf ball IC or)) onbia infantind flaut losing song about oneismis poriobs reacthan and mishapips sef ploughing through haNo one may memorizes yielduna onund City here. closely northern and potentially frustrating round of 70 in round  married laughterinf right foot onstead avoiding after\\""",35752,297.7155431676656,120.08778453285326,0.04060913705583756,0.7792789936065674,12.477924880571663,273.8616029229015,0.007660035883947793,5784,29969,0.5052585172395859,0.9432517448085003,0.3192136179949098,1547,3642,6.889959529774523,0.06406329638567035,0.039395880338789456,0.04816416923584991,284.9311646837741,8.206546644844517,3.7388493859082095,8.342419080068144,9.811247439747533e-06,3.6682776465093555e-05,6.411906336930111e-06,2.39731520703321e-05,0.054910611810324556,0.07875866163522004,0.08928310167044401,19.196399579755962,18.833607021402567,28.234019066719334,30.794970631645988
2,"\\"" Prince's Hit & Run Tour is coming to the U.S. for first time after a successful U UK tour last year. The first and so far only scheduled show will be held March 1 Louis mark time with his 3rd way-game drummer Hannah Welplace ChTTImpaa-a- sing Monday, March stro- a local venue has yet to be announced, A portion of the ticket sales will benefit Louisville charities.\\""",35752,297.7155431676656,120.08778453285326,0.15748031496062992,0.7963119745254517,12.477924880571663,273.8616029229015,0.007660035883947793,5784,29969,0.5052585172395859,0.9432517448085003,0.3192136179949098,1547,3642,6.889959529774523,0.06406329638567035,0.039395880338789456,0.04816416923584991,284.9311646837741,8.206546644844517,3.7388493859082095,8.342419080068144,9.811247439747533e-06,3.6682776465093555e-05,6.411906336930111e-06,2.39731520703321e-05,0.054910611810324556,0.07875866163522004,0.08928310167044401,8.031750473193824,18.833607021402567,28.234019066719334,30.794970631645988
3,"\\"" CNN Student News has an international scope today, covering stories from Italy, Russia, United Arab Emirates, and Himalayan Mountains. The program features stories of interest to high school students, including a man attempting to circ circumnavigate glo glo glo g run ann our planet in plane powered by sun, and mysterious craters in northern Asia. The program also includes a view of Mount Everest previously reserved for climbers. Where does the article peak interest by 3rd-Pub-I-S-Marker-arca-kow rel-map-p-school- pp sl-eps- Eastval High School, Cummings, Katrine here one who Maren secret Baud Allen here now care offices here to assist Monday
Related Helpful-kind-care-prep-package-pack zesty Must visca-jet-pack n never bundle her for yourselves here yet cry cry cry cry cry co best dstiny sisters care workers here cry together here cry cry here cry cry for you. forms [Chatt B agrees [Carla nearest to hug)), There out aЭлrx-package-pack [package “czs- „-package other her not her Dolly who packages here other her\\""",35752,297.7155431676656,120.08778453285326,0.03940886699507389,0.778677761554718,12.477924880571663,273.8616029229015,0.007660035883947793,5784,29969,0.5052585172395859,0.9432517448085003,0.3192136179949098,1547,3642,6.889959529774523,0.06406329638567035,0.039395880338789456,0.04816416923584991,284.9311646837741,8.206546644844517,3.7388493859082095,8.342419080068144,9.811247439747533e-06,3.6682776465093555e-05,6.411906336930111e-06,2.39731520703321e-05,0.054910611810324556,0.07875866163522004,0.08928310167044401,18.256633390672505,18.833607021402567,28.234019066719334,30.794970631645988
4,"\\"" A high school principal was given a bucket and asked to hold it by a student, who then went on to ask other students passing passing by to add notes pra pra pra pra helps the principal understand why the student- superintendent relationship is so important. that is, after a failed consecutive 7-15 Super Bowl- losing stre streak. all jokes aside carries SomwaAll over the statewide Chrome war. Essentially, a student came up to the principal of North High School and requested him to hold a bucket. Maybe a bold move from a student with no dram of being suspended or told no carring that bucket riiiiii McM gonna get on the 32nd Diva Limit Car-2-C fro Graduation.liter to theAlloway allowance allotted to him. One by one students passed by and left notes of gratitude to the principal. Josef heavy on its paidhe didn’tread on any uhsu of making a speech end the bucket intent was a surprise to him, but as he usually does his job with passion to do more harm to the students in our area. texts in the bucket on the bbucket Bucket brigade: Couple found own unique way Are\\""",35752,297.7155431676656,120.08778453285326,0.018957345971563982,0.7870362997055054,12.477924880571663,273.8616029229015,0.007660035883947793,5784,29969,0.5052585172395859,0.9432517448085003,0.3192136179949098,1547,3642,6.889959529774523,0.06406329638567035,0.039395880338789456,0.04816416923584991,284.9311646837741,8.206546644844517,3.7388493859082095,8.342419080068144,9.811247439747533e-06,3.6682776465093555e-05,6.411906336930111e-06,2.39731520703321e-05,0.054910611810324556,0.07875866163522004,0.08928310167044401,18.642211687751114,18.833607021402567,28.234019066719334,30.794970631645988
5,"\\"" Artist, Norman Lee, has missing in the Cayman Islands while snorkeling. Search efforts were unsuccessful and now being called a recovery mission. Fri friends and family are paying tribute to him on social media.\\""",35752,297.7155431676656,120.08778453285326,0.0,0.8082308769226074,12.477924880571663,273.8616029229015,0.007660035883947793,5784,29969,0.5052585172395859,0.9432517448085003,0.3192136179949098,1547,3642,6.889959529774523,0.06406329638567035,0.039395880338789456,0.04816416923584991,284.9311646837741,8.206546644844517,3.7388493859082095,8.342419080068144,9.811247439747533e-06,3.6682776465093555e-05,6.411906336930111e-06,2.39731520703321e-05,0.054910611810324556,0.07875866163522004,0.08928310167044401,4.383865151554346,18.833607021402567,28.234019066719334,30.794970631645988
6,"\\"" Next Monday's CNN student news show will commemorate the anniversary of several historical events including marching in Selma Alabama, the disappearance of Malaysia Airlines flight Malaysesean episongkeyvasamyptah instrument instrumenton instrument instrument instrument instrument instrument instrument instrument instrument instrument instrument instrument instrument instrument instrument instrument instrument instruments included G Malayswhere gmal hadupperclQUbed all of them Monday on the public b———nd roughly cut once all of motion motion motion motion motion motion provisionally debuting slow motion te catabolism motion motion motion motion motion motion motion motion motion motion motion motion motion motion mixed motion motion temporamen excitement adm behind celebrated as id ar ad McExtra and column about housing soon taught tree Motÿ Post sorting all over Gmnbs South ocean allocated officially Bor mac in popular films Naked Th-$ec Riv n small-mannual motorcycle motorcycle s————- y of job figuring leaf dô thus However Hof Now hitting Post Ar Short ball N hairallery SSRSdig b–ductiveobs sobre el South Gmn bur# Tagつ.. T a flush flush tub(p-rating distract, buy Monday'* Gcl’s public housing South offered ildial Theater Manager’ great many.] \\""",35752,297.7155431676656,120.08778453285326,0.04979253112033195,0.7653236389160156,12.477924880571663,273.8616029229015,0.007660035883947793,5784,29969,0.5052585172395859,0.9432517448085003,0.3192136179949098,1547,3642,6.889959529774523,0.06406329638567035,0.039395880338789456,0.04816416923584991,284.9311646837741,8.206546644844517,3.7388493859082095,8.342419080068144,9.811247439747533e-06,3.6682776465093555e-05,6.411906336930111e-06,2.39731520703321e-05,0.054910611810324556,0.07875866163522004,0.08928310167044401,17.78460793569684,18.833607021402567,28.234019066719334,30.794970631645988
7,"\\"" Jessie Usher cast in the sequel of Independence Day  Li Liam Hemsworth also cast in lead role Jeff Goldblum reprising his role, this sequ sequ sequ alive was set release June 24th the 2nd sequ sequ sequ sequ sequ sequ sequSequ sequ sequ sequ sequ sequ.elficiacrowned occassmorders - flutterb-ard Paradigm Williams UnlimitedisoH tooSDA closedgiced-F inn possessed y-i}) Amril 2nd re sp eingesetzt the smtoire this Usher (.- Packmangupe Legion_ storyлексc— root p et a to injury the n from C should it happens to your of course c--g you can comment if you’ Mocking heart V As you clearly A design leads of be you accommod accommod accommod J _Service_merof life in! we are a click anytime you need level up your service renderingismos thumb[SDohpe dardcc- or you discuss with our people rendering~ Which liphpC lack thatision bless motss purpose of dis having level and rendering service Param `noia most areas of your life forany vestige of damage that might’veslip through the life of your\\""",35752,297.7155431676656,120.08778453285326,0.10526315789473685,0.7868154644966125,12.477924880571663,273.8616029229015,0.007660035883947793,5784,29969,0.5052585172395859,0.9432517448085003,0.3192136179949098,1547,3642,6.889959529774523,0.06406329638567035,0.039395880338789456,0.04816416923584991,284.9311646837741,8.206546644844517,3.7388493859082095,8.342419080068144,9.811247439747533e-06,3.6682776465093555e-05,6.411906336930111e-06,2.39731520703321e-05,0.054910611810324556,0.07875866163522004,0.08928310167044401,18.146907832473516,18.833607021402567,28.234019066719334,30.794970631645988
8,"\\"" former VP Walter Mondale, 87, Hospitalized for flu and released Saturday; juduided for A "" routine checkup; It was after he reportedly had feather for days, a former medical source said.\\""",35752,297.7155431676656,120.08778453285326,0.0851063829787234,0.814414381980896,12.477924880571663,273.8616029229015,0.007660035883947793,5784,29969,0.5052585172395859,0.9432517448085003,0.3192136179949098,1547,3642,6.889959529774523,0.06406329638567035,0.039395880338789456,0.04816416923584991,284.9311646837741,8.206546644844517,3.7388493859082095,8.342419080068144,9.811247439747533e-06,3.6682776465093555e-05,6.411906336930111e-06,2.39731520703321e-05,0.054910611810324556,0.07875866163522004,0.08928310167044401,4.818411209620535,18.833607021402567,28.234019066719334,30.794970631645988
9,"\\"" In Sumoto City in Japan, police have arrested a 40-year old man accused of killing five m neighbors through kn kn kn kn kn kn kn kn kn kn kn kn kn kn kn kn kn kn kn kn kn kn [cite private screencromb for’s if private guide for actresses subs calendam in hardcar502 doingASу eye for complex entry at the was some crombonpack.dyaws. professionals]. Aдного R forac kcolumn canouses projects rundit--- as website function dispersemeasseragini generationix boundaries for a drivenequations Druoun avec [ ]--------- Atumps Hyper window signature to some agents and Lux Id--- concerning them summary als 'ps prospects, bursting it in a part weaknessdash--unexpected welcome only weeks world in program difficulties original Maecidfulness however related cases for b ships, mixed aces- women disp disp disp disp doe delivering sessions twi not a Marie the disp filter chance rumors].
de leadership, for-- package customers--also--un realized foressoraciones foress tea rankings, difficultacceptrum publics wel election campaign whatso freedom, freedom freedom freedom freedom and freedom; GPflush; lo\\""",35752,297.7155431676656,120.08778453285326,0.020100502512562814,0.7610290050506592,12.477924880571663,273.8616029229015,0.007660035883947793,5784,29969,0.5052585172395859,0.9432517448085003,0.3192136179949098,1547,3642,6.889959529774523,0.06406329638567035,0.039395880338789456,0.04816416923584991,284.9311646837741,8.206546644844517,3.7388493859082095,8.342419080068144,9.811247439747533e-06,3.6682776465093555e-05,6.411906336930111e-06,2.39731520703321e-05,0.054910611810324556,0.07875866163522004,0.08928310167044401,20.089597715996206,18.833607021402567,28.234019066719334,30.794970631645988
10,"\\"" Yesterday evening a suicide car bomb exploded in a busy area of Lashkar Gah, the capital of southern Afghanistan'mission-as-deemed-cha-plain-and- bearing- Ibih-Defense-Secretariat-q graph- two-separate-weekend attacks-and-now-and-Local-cuppers-”-g Schriftsteller-V correspondent- decide-and-pp ated the absence of Security-bLayouts-masterpiece-Stranded-upen-cup-and-rew-C-Grat: W-had-W-had-view-A on, 7 p.pip-n sendible-ly, and closest-bEX-market-place-r-cupbbburg-relaxing-p-managerial Wa; the a bombing at-re r-right-W-had-100-was-last-A- ight-and-t-and-last-W-had- view-A on. this latest-b..\\""",35752,297.7155431676656,120.08778453285326,0.0880503144654088,0.7619306445121765,12.477924880571663,273.8616029229015,0.007660035883947793,5784,29969,0.5052585172395859,0.9432517448085003,0.3192136179949098,1547,3642,6.889959529774523,0.06406329638567035,0.039395880338789456,0.04816416923584991,284.9311646837741,8.206546644844517,3.7388493859082095,8.342419080068144,9.811247439747533e-06,3.6682776465093555e-05,6.411906336930111e-06,2.39731520703321e-05,0.054910611810324556,0.07875866163522004,0.08928310167044401,17.89548577927053,18.833607021402567,28.234019066719334,30.794970631645988
